rxcui;nui;drugname
2427;N0000170887;Cholera Vaccines [Chemical/Ingredient]
2438;N0000146961;CHOLESTEROL
2438;N0000007064;Cholesterol [Chemical/Ingredient]
2447;N0000147114;CHOLESTYRAMINE
2447;N0000007079;Cholestyramine Resin [Chemical/Ingredient]
2449;N0000146071;CHOLINE
2449;N0000007087;Choline [Chemical/Ingredient]
2451;N0000148087;CHOLINE (AS BITARTRATE)
2451;N0000146061;CHOLINE BITARTRATE
2451;N0000178901;Choline Bitartrate [Chemical/Ingredient]
2473;N0000148837;CHONDROITIN SULFATE
2473;N0000010542;Chondroitin Sulfates [Chemical/Ingredient]
2496;N0000146088;CHROMIUM
2496;N0000006135;Chromium [Chemical/Ingredient]
2508;N0000167016;Chromonar [Chemical/Ingredient]
2525;N0000146825;CHYMOPAPAIN
2525;N0000006975;Chymopapain [Chemical/Ingredient]
2530;N0000146777;CHYMOTRYPSIN
2530;N0000006979;Chymotrypsin [Chemical/Ingredient]
2540;N0000147771;CILASTATIN
2540;N0000006280;Cilastatin [Chemical/Ingredient]
2541;N0000147147;CIMETIDINE
2541;N0000007007;Cimetidine [Chemical/Ingredient]
2549;N0000167127;Cinnarizine [Chemical/Ingredient]
2550;N0000147347;CINOXACIN
2550;N0000007043;Cinoxacin [Chemical/Ingredient]
2551;N0000147503;CIPROFLOXACIN
2551;N0000007046;Ciprofloxacin [Chemical/Ingredient]
2555;N0000146476;CISPLATIN
2555;N0000007062;Cisplatin [Chemical/Ingredient]
2556;N0000148583;CITALOPRAM
2556;N0000007127;Citalopram [Chemical/Ingredient]
2557;N0000147204;PRILOCAINE HYDROCHLORIDE
2557;N0000178903;Prilocaine Hydrochloride [Chemical/Ingredient]
2567;N0000171745;CITRULLINE
2567;N0000170239;Citrulline [Chemical/Ingredient]
2578;N0000147773;CLEMASTINE
2578;N0000007134;Clemastine [Chemical/Ingredient]
2580;N0000166810;Clenbuterol [Chemical/Ingredient]
2582;N0000147775;CLINDAMYCIN
2582;N0000008083;Clindamycin [Chemical/Ingredient]
2590;N0000147776;CLOBETASOL
2590;N0000008086;Clobetasol [Chemical/Ingredient]
2592;N0000147624;CLOFAZIMINE
2592;N0000007171;Clofazimine [Chemical/Ingredient]
2594;N0000146804;CLOFIBRATE
2594;N0000007178;Clofibrate [Chemical/Ingredient]
2596;N0000147778;CLOMIPHENE
2596;N0000007181;Clomiphene [Chemical/Ingredient]
2597;N0000147779;CLOMIPRAMINE
2597;N0000007182;Clomipramine [Chemical/Ingredient]
2598;N0000146152;CLONAZEPAM
2598;N0000007183;Clonazepam [Chemical/Ingredient]
2599;N0000146207;CLONIDINE
2599;N0000006505;Clonidine [Chemical/Ingredient]
2601;N0000167333;Clonixin [Chemical/Ingredient]
2603;N0000167202;Clopamide [Chemical/Ingredient]
2606;N0000011472;Cloprostenol [Chemical/Ingredient]
2607;N0000147018;CLORAZEPATE DIPOTASSIUM
2607;N0000006513;Clorazepate Dipotassium [Chemical/Ingredient]
2623;N0000146595;CLOTRIMAZOLE
2623;N0000006579;Clotrimazole [Chemical/Ingredient]
2625;N0000147781;CLOXACILLIN
2625;N0000006583;Cloxacillin [Chemical/Ingredient]
2626;N0000147608;CLOZAPINE
2626;N0000006585;Clozapine [Chemical/Ingredient]
2635;N0000146917;COAL TAR
2635;N0000148294;COAL TAR,CRUDE
2635;N0000004580;Coal Tar [Chemical/Ingredient]
2653;N0000147782;COCAINE
2653;N0000006635;Cocaine [Chemical/Ingredient]
2660;N0000171132;Coccidioidin [Chemical/Ingredient]
2669;N0000145787;COD LIVER OIL
2669;N0000157394;COD LIVER OIL [VA Product]
2669;N0000006689;Cod Liver Oil [Chemical/Ingredient]
2670;N0000145894;CODEINE
2670;N0000006691;Codeine [Chemical/Ingredient]
2672;N0000145803;CODEINE PHOSPHATE
2672;N0000178904;Codeine Phosphate [Chemical/Ingredient]
2683;N0000148412;COLCHCINE
2683;N0000145804;COLCHICINE
2683;N0000006724;Colchicine [Chemical/Ingredient]
2685;N0000147784;COLESTIPOL
2685;N0000006745;Colestipol [Chemical/Ingredient]
2708;N0000147786;COLISTIMETHATE
2708;N0000007035;colistimethate [Chemical/Ingredient]
2709;N0000147787;COLISTIN
2709;N0000006763;Colistin [Chemical/Ingredient]
2710;N0000146953;COLISTIN SULFATE
2710;N0000178905;Colistin Sulfate [Chemical/Ingredient]
2714;N0000006771;Collagen [Chemical/Ingredient]
2837;N0000146034;COPPER
2837;N0000005747;Copper [Chemical/Ingredient]
2839;N0000148097;COPPER GLUCONATE
2839;N0000178906;Copper Gluconate [Chemical/Ingredient]
2854;N0000148099;CORN OIL
2854;N0000005782;Corn Oil [Chemical/Ingredient]
2878;N0000146287;CORTISONE
2878;N0000005905;Cortisone [Chemical/Ingredient]
2890;N0000146844;COSYNTROPIN
2890;N0000004608;Cosyntropin [Chemical/Ingredient]
2907;N0000023110;CREATINE
2907;N0000170276;Creatine [Chemical/Ingredient]
2913;N0000167074;Creatinine [Chemical/Ingredient]
2915;N0000006742;Creosote [Chemical/Ingredient]
2955;N0000166597;Curcumin [Chemical/Ingredient]
2968;N0000146395;CYCLACILLIN
2968;N0000007002;Cyclacillin [Chemical/Ingredient]
2969;N0000166390;Cyclamates [Chemical/Ingredient]
2970;N0000146399;CYCLANDELATE
2970;N0000007009;Cyclandelate [Chemical/Ingredient]
2977;N0000147790;CYCLIZINE
2977;N0000005884;Cyclizine [Chemical/Ingredient]
2983;N0000166610;Cyclofenil [Chemical/Ingredient]
3000;N0000166948;Cyclopenthiazide [Chemical/Ingredient]
3001;N0000147792;CYCLOPENTOLATE
3001;N0000005939;Cyclopentolate [Chemical/Ingredient]
3002;N0000146452;CYCLOPHOSPHAMIDE
3002;N0000005951;Cyclophosphamide [Chemical/Ingredient]
3007;N0000147483;CYCLOSERINE
3007;N0000005955;Cycloserine [Chemical/Ingredient]
3008;N0000147064;CYCLOSPORINE
3008;N0000007346;Cyclosporine [Chemical/Ingredient]
3013;N0000147793;CYPROHEPTADINE
3013;N0000005988;Cyproheptadine [Chemical/Ingredient]
3014;N0000167456;Cyproterone [Chemical/Ingredient]
3022;N0000021988;CYSTEAMINE
3022;N0000006021;Cysteamine [Chemical/Ingredient]
3024;N0000147794;CYSTEINE
3024;N0000006029;Cysteine [Chemical/Ingredient]
3024;N0000184609;L-CYSTEINE
3036;N0000147293;CYSTINE
3036;N0000006059;Cystine [Chemical/Ingredient]
3041;N0000146419;CYTARABINE
3041;N0000006080;Cytarabine [Chemical/Ingredient]
3098;N0000146713;DACARBAZINE
3098;N0000006842;Dacarbazine [Chemical/Ingredient]
3100;N0000146314;DACTINOMYCIN
3100;N0000006852;Dactinomycin [Chemical/Ingredient]
3102;N0000146564;DANAZOL
3102;N0000006875;Danazol [Chemical/Ingredient]
3105;N0000147795;DANTROLENE
3105;N0000006906;Dantrolene [Chemical/Ingredient]
3106;N0000147171;DANTROLENE SODIUM
3106;N0000178908;Dantrolene Sodium [Chemical/Ingredient]
3108;N0000147467;DAPSONE
3108;N0000006908;Dapsone [Chemical/Ingredient]
3109;N0000147796;DAUNORUBICIN
3109;N0000006931;Daunorubicin [Chemical/Ingredient]
3116;N0000166807;Deanol [Chemical/Ingredient]
3118;N0000166976;Debrisoquin [Chemical/Ingredient]
3129;N0000023079;DEET N,N-DIETHYL-META-TOLUAMIDE
3129;N0000166886;DEET [Chemical/Ingredient]
3131;N0000147797;DEFEROXAMINE
3131;N0000007065;Deferoxamine [Chemical/Ingredient]
3132;N0000147092;DEFEROXAMINE MESYLATE
3132;N0000178909;Desferrioxamine B Mesylate [Chemical/Ingredient]
3141;N0000146752;DEHYDROCHOLIC ACID
3141;N0000007086;Dehydrocholic Acid [Chemical/Ingredient]
3143;N0000148779;DEHYDROEPIANDROSTERONE
3143;N0000010096;Dehydroepiandrosterone [Chemical/Ingredient]
3154;N0000147799;DEMECLOCYCLINE
3154;N0000006028;Demeclocycline [Chemical/Ingredient]
3155;N0000166921;Nordazepam [Chemical/Ingredient]
3194;N0000147220;DESOXYCHOLIC ACID
3194;N0000007073;Deoxycholic Acid [Chemical/Ingredient]
3210;N0000146969;DESOXYRIBONUCLEASE
3210;N0000007098;Deoxyribonucleases [Chemical/Ingredient]
3226;N0000166911;Dequalinium [Chemical/Ingredient]
3247;N0000147800;DESIPRAMINE
3247;N0000007195;Desipramine [Chemical/Ingredient]
3248;N0000147056;DESLANOSIDE
3248;N0000007203;Deslanoside [Chemical/Ingredient]
3251;N0000147801;DESMOPRESSIN
3251;N0000170340;Deamino Arginine Vasopressin [Chemical/Ingredient]
3254;N0000146597;DESONIDE
3254;N0000007219;Desonide [Chemical/Ingredient]
3255;N0000146789;DESOXIMETASONE
3255;N0000007220;Desoximetasone [Chemical/Ingredient]
3256;N0000147802;DESOXYCORTICOSTERONE
3256;N0000007922;Desoxycorticosterone [Chemical/Ingredient]
3264;N0000146273;DEXAMETHASONE
3264;N0000006127;Dexamethasone [Chemical/Ingredient]
3265;N0000167458;Dexamethasone Isonicotinate [Chemical/Ingredient]
3266;N0000146210;PHENYLPROPANOLAMINE HYDROCHLORIDE
3266;N0000178910;Phenylpropanolamine Hydrochloride [Chemical/Ingred
3267;N0000167212;Dexetimide [Chemical/Ingredient]
3268;N0000022034;DEXFENFLURAMINE
3268;N0000006840;Dexfenfluramine [Chemical/Ingredient]
3272;N0000146494;DEXTRAN 40
3272;N0000178911;Dextran 40 [Chemical/Ingredient]
3274;N0000146493;DEXTRAN 70
3274;N0000178912;Dextran 70 [Chemical/Ingredient]
3275;N0000146999;DEXTRAN 75
3275;N0000178913;Dextran 75 [Chemical/Ingredient]
3287;N0000146349;DEXTROAMPHETAMINE SULFATE
3287;N0000178914;Dextroamphetamine Sulfate [Chemical/Ingredient]
3288;N0000148062;DEXTROAMPHETAMINE
3288;N0000006155;Dextroamphetamine [Chemical/Ingredient]
3289;N0000146393;DEXTROMETHORPHAN
3289;N0000006161;Dextromethorphan [Chemical/Ingredient]
3290;N0000167041;Dextromoramide [Chemical/Ingredient]
3292;N0000020406;DEXTROTHYROXINE
3292;N0000006174;Dextrothyroxine [Chemical/Ingredient]
3304;N0000167301;Heroin [Chemical/Ingredient]
3319;N0000147805;DIATRIZOATE
3319;N0000011216;Diatrizoate [Chemical/Ingredient]
3320;N0000145968;DIATRIZOATE MEGLUMINE
3320;N0000006319;Diatrizoate Meglumine [Chemical/Ingredient]
3321;N0000145969;DIATRIZOATE SODIUM
3321;N0000178915;Sodium Diatrizoate [Chemical/Ingredient]
3322;N0000146157;DIAZEPAM
3322;N0000006321;Diazepam [Chemical/Ingredient]
3327;N0000147098;DIAZOXIDE
3327;N0000006338;Diazoxide [Chemical/Ingredient]
3328;N0000168467;Dibekacin [Chemical/Ingredient]
3339;N0000147191;DIBUCAINE
3339;N0000006372;Dibucaine [Chemical/Ingredient]
3347;N0000006376;Dichloroacetate [Chemical/Ingredient]
3350;N0000166424;Clodronic Acid [Chemical/Ingredient]
3351;N0000166606;Dichlorophen [Chemical/Ingredient]
3353;N0000146279;DICHLORPHENAMIDE
3353;N0000007475;Dichlorphenamide [Chemical/Ingredient]
3355;N0000147806;DICLOFENAC
3355;N0000008126;Diclofenac [Chemical/Ingredient]
3356;N0000147807;DICLOXACILLIN
3356;N0000007481;Dicloxacillin [Chemical/Ingredient]
3361;N0000147808;DICYCLOMINE
3361;N0000005727;Dicyclomine [Chemical/Ingredient]
3363;N0000021287;ZALCITABINE
3363;N0000148230;ZALCITABINE (DIDEOXYCYTIDINE,ddC)
3363;N0000006107;Zalcitabine [Chemical/Ingredient]
3364;N0000148104;DIDANOSINE
3364;N0000006111;Didanosine [Chemical/Ingredient]
3368;N0000146879;DIENESTROL
3368;N0000005731;Dienestrol [Chemical/Ingredient]
3384;N0000167124;Diethylcarbamazine [Chemical/Ingredient]
3389;N0000147809;DIETHYLPROPION
3389;N0000005815;Diethylpropion [Chemical/Ingredient]
3390;N0000145815;DIETHYLSTILBESTROL
3390;N0000005820;Diethylstilbestrol [Chemical/Ingredient]
3392;N0000167460;Diflucortolone [Chemical/Ingredient]
3393;N0000146300;DIFLUNISAL
3393;N0000005857;Diflunisal [Chemical/Ingredient]
3403;N0000145817;DIGITOXIN
3403;N0000005895;Digitoxin [Chemical/Ingredient]
3407;N0000146388;DIGOXIN
3407;N0000005903;Digoxin [Chemical/Ingredient]
3409;N0000167108;Dihydralazine [Chemical/Ingredient]
3415;N0000146191;DIHYDROERGOCORNINE
3415;N0000004681;Dihydroergocornine [Chemical/Ingredient]
3416;N0000146192;DIHYDROERGOCRISTINE
3416;N0000004682;Dihydroergocristine [Chemical/Ingredient]
3417;N0000146190;DIHYDROERGOCRYPTINE
3417;N0000004683;Dihydroergocryptine [Chemical/Ingredient]
3418;N0000147813;DIHYDROERGOTAMINE
3418;N0000005941;Dihydroergotamine [Chemical/Ingredient]
3419;N0000005944;Dihydroergotoxine [Chemical/Ingredient]
3419;N0000181828;DIHYDROERGOTOXINE
3423;N0000147870;HYDROMORPHONE
3423;N0000005957;Hydromorphone [Chemical/Ingredient]
3429;N0000146565;DIHYDROTACHYSTEROL
3429;N0000005970;Dihydrotachysterol [Chemical/Ingredient]
3429;N0000029460;[VT503] DIHYDROTACHYSTEROL
3430;N0000148108;DIHYDROXYACETONE
3430;N0000005975;Dihydroxyacetone [Chemical/Ingredient]
3435;N0000146916;IODOQUINOL
3435;N0000006663;Iodoquinol [Chemical/Ingredient]
3443;N0000147814;DILTIAZEM
3443;N0000006682;Diltiazem [Chemical/Ingredient]
3444;N0000146389;DIMENHYDRINATE
3444;N0000006683;Dimenhydrinate [Chemical/Ingredient]
3445;N0000146440;DIMERCAPROL
3445;N0000006685;Dimercaprol [Chemical/Ingredient]
3446;N0000147417;SUCCIMER
3446;N0000006686;Succimer [Chemical/Ingredient]
3449;N0000167349;Dimethindene [Chemical/Ingredient]
3455;N0000147300;DIMETHYL SULFOXIDE
3455;N0000006711;Dimethyl Sulfoxide [Chemical/Ingredient]
3477;N0000008056;Dinoprost [Chemical/Ingredient]
3478;N0000146431;DINOPROSTONE
3478;N0000006989;Dinoprostone [Chemical/Ingredient]
3486;N0000006761;Dioctyl Sulfosuccinic Acid [Chemical/Ingredient]
3489;N0000167025;Diosmin [Chemical/Ingredient]
3498;N0000147816;DIPHENHYDRAMINE
3498;N0000006794;Diphenhydramine [Chemical/Ingredient]
3500;N0000147818;DIPHENOXYLATE
3500;N0000006800;Diphenoxylate [Chemical/Ingredient]
3510;N0000020115;DIPHTHERIA ANTITOXIN
3510;N0000004696;Diphtheria Antitoxin [Chemical/Ingredient]
3521;N0000146237;DIPYRIDAMOLE
3521;N0000006853;Dipyridamole [Chemical/Ingredient]
3523;N0000167060;Dipyrone [Chemical/Ingredient]
3538;N0000147197;CROMOLYN SODIUM
3538;N0000005781;Cromolyn Sodium [Chemical/Ingredient]
3539;N0000145861;EDETATE DISODIUM
3539;N0000023171;EDETATE SODIUM
3539;N0000178916;Edetic Acid, Disodium Salt [Chemical/Ingredient]
3539;N0000183560;DISODIUM EDTA
3541;N0000147821;DISOPYRAMIDE
3541;N0000005784;Disopyramide [Chemical/Ingredient]
3554;N0000146816;DISULFIRAM
3554;N0000005851;Disulfiram [Chemical/Ingredient]
3565;N0000146098;SUCCINYLCHOLINE CHLORIDE
3565;N0000178917;Suxamethonium Chloride [Chemical/Ingredient]
3616;N0000147822;DOBUTAMINE
3616;N0000006055;Dobutamine [Chemical/Ingredient]
3626;N0000171760;DOMPERIDONE
3626;N0000167200;Domperidone [Chemical/Ingredient]
3628;N0000147825;DOPAMINE
3628;N0000006091;Dopamine [Chemical/Ingredient]
3634;N0000167275;Dothiepin [Chemical/Ingredient]
3637;N0000147826;DOXAPRAM
3637;N0000006789;Doxapram [Chemical/Ingredient]
3638;N0000147828;DOXEPIN
3638;N0000006791;Doxepin [Chemical/Ingredient]
3639;N0000147829;DOXORUBICIN
3639;N0000006795;Doxorubicin [Chemical/Ingredient]
3640;N0000146109;DOXYCYCLINE
3640;N0000008026;Doxycycline [Chemical/Ingredient]
3642;N0000147830;DOXYLAMINE
3642;N0000008027;Doxylamine [Chemical/Ingredient]
3648;N0000147316;DROPERIDOL
3648;N0000006827;Droperidol [Chemical/Ingredient]
3690;N0000147679;DIETHYLENETRIAMINE PENTAACETIC ACID
3690;N0000146524;PENTETIC ACID
3690;N0000006954;Pentetic Acid [Chemical/Ingredient]
3706;N0000167428;Dydrogesterone [Chemical/Ingredient]
3714;N0000146767;DYPHYLLINE
3714;N0000005913;Dyphylline [Chemical/Ingredient]
3740;N0000146820;ECHOTHIOPHATE IODIDE
3740;N0000006086;Echothiophate Iodide [Chemical/Ingredient]
3743;N0000147832;ECONAZOLE
3743;N0000006109;Econazole [Chemical/Ingredient]
3752;N0000147833;EDROPHONIUM
3752;N0000006186;Edrophonium [Chemical/Ingredient]
3754;N0000146170;EDROPHONIUM CHLORIDE
3754;N0000178918;Edrophonium Chloride [Chemical/Ingredient]
3755;N0000145867;EDTA
3755;N0000006192;Edetic Acid [Chemical/Ingredient]
3816;N0000166490;Emepronium [Chemical/Ingredient]
3820;N0000147834;EMETINE
3820;N0000006145;Emetine [Chemical/Ingredient]
3827;N0000147835;ENALAPRIL
3827;N0000006195;Enalapril [Chemical/Ingredient]
3829;N0000147617;ENALAPRILAT
3829;N0000006494;Enalaprilat [Chemical/Ingredient]
3920;N0000147363;ENFLURANE
3920;N0000007081;Enflurane [Chemical/Ingredient]
3925;N0000148115;ENOXACIN
3925;N0000006256;Enoxacin [Chemical/Ingredient]
3966;N0000147478;EPHEDRINE
3966;N0000006173;Ephedrine [Chemical/Ingredient]
3992;N0000146377;EPINEPHRINE
3992;N0000006261;Epinephrine [Chemical/Ingredient]
3995;N0000148638;EPIRUBICIN
3995;N0000007052;Epirubicin [Chemical/Ingredient]
4018;N0000146009;ERGOCALCIFEROL
4018;N0000029461;[VT504] ERGOCALCIFEROL
4021;N0000020091;ERGONOVINE
4021;N0000007619;Ergonovine [Chemical/Ingredient]
4023;N0000007620;Ergot Alkaloids [Chemical/Ingredient]
4024;N0000146193;ERGOLOID MESYLATES
4024;N0000006352;Ergoloid Mesylates [Chemical/Ingredient]
4025;N0000020412;ERGOTAMINE
4025;N0000006354;Ergotamine [Chemical/Ingredient]
4040;N0000147067;ERYTHRITYL TETRANITRATE
4040;N0000006404;Erythrityl Tetranitrate [Chemical/Ingredient]
4053;N0000145975;ERYTHROMYCIN
4053;N0000007133;Erythromycin [Chemical/Ingredient]
4055;N0000145974;ERYTHROMYCIN ESTOLATE
4055;N0000007135;Erythromycin Estolate [Chemical/Ingredient]
4056;N0000145973;ERYTHROMYCIN ETHYLSUCCINATE
4056;N0000007228;Erythromycin Ethylsuccinate [Chemical/Ingredient]
4061;N0000167370;Erythrosine [Chemical/Ingredient]
4061;N0000147606;F D & C RED #3
4065;N0000168475;Escin [Chemical/Ingredient]
4077;N0000147666;ESTAZOLAM
4077;N0000007215;Estazolam [Chemical/Ingredient]
4083;N0000145989;ESTRADIOL
4083;N0000148651;ESTRADIOL 17-BETA
4083;N0000007246;Estradiol [Chemical/Ingredient]
4089;N0000020124;ESTRAMUSTINE
4089;N0000007254;Estramustine [Chemical/Ingredient]
4090;N0000146156;ESTRAMUSTINE PHOSPHATE SODIUM
4090;N0000178919;Estramustine Phosphate Sodium [Chemical/Ingredient
4094;N0000167513;Estriol [Chemical/Ingredient]
4099;N0000146729;ESTROGENS,CONJUGATED
4099;N0000167510;Estrogens, Conjugated (USP) [Chemical/Ingredient]
4100;N0000146730;ESTROGENS
4100;N0000029181;[HS300] ESTROGENS
4103;N0000020636;ESTROGENS/ESTRONE
4103;N0000146811;ESTRONE
4103;N0000007281;Estrone [Chemical/Ingredient]
4106;N0000167269;Ethacridine [Chemical/Ingredient]
4108;N0000146284;ETHACRYNATE SODIUM
4108;N0000178920;Ethacrynate Sodium [Chemical/Ingredient]
4109;N0000146283;ETHACRYNIC ACID
4109;N0000007304;Ethacrynic Acid [Chemical/Ingredient]
4110;N0000147838;ETHAMBUTOL
4110;N0000007307;Ethambutol [Chemical/Ingredient]
4112;N0000166480;Ethamsylate [Chemical/Ingredient]
4118;N0000147035;ETHCHLORVYNOL
4118;N0000007325;Ethchlorvynol [Chemical/Ingredient]
4124;N0000146366;ETHINYL ESTRADIOL
4124;N0000007353;Ethinyl Estradiol [Chemical/Ingredient]
4125;N0000170872;Ethiodized Oil [Chemical/Ingredient]
4126;N0000148443;AMIFOSTINE
4126;N0000007354;Amifostine [Chemical/Ingredient]
4127;N0000146400;ETHIONAMIDE
4127;N0000006681;Ethionamide [Chemical/Ingredient]
4129;N0000167418;Ethisterone [Chemical/Ingredient]
4132;N0000166635;Ethoglucid [Chemical/Ingredient]
4134;N0000147841;ETHOPROPAZINE
4134;N0000006065;profenamine [Chemical/Ingredient]
4135;N0000146944;ETHOSUXIMIDE
4135;N0000006713;Ethosuximide [Chemical/Ingredient]
4136;N0000147040;ETHOTOIN
4136;N0000005878;ethotoin [Chemical/Ingredient]
4141;N0000147288;ETHYL CHLORIDE
4141;N0000006721;Ethyl Chloride [Chemical/Ingredient]
4162;N0000146839;ETHYLESTRENOL
4162;N0000006759;Ethylestrenol [Chemical/Ingredient]
4166;N0000167302;Ethylmorphine [Chemical/Ingredient]
4169;N0000166808;Etilefrine [Chemical/Ingredient]
4170;N0000146459;ETHYNODIOL DIACETATE
4170;N0000006784;Ethynodiol Diacetate [Chemical/Ingredient]
4171;N0000147843;ETIDOCAINE
4171;N0000006786;Etidocaine [Chemical/Ingredient]
4177;N0000147047;ETOMIDATE
4177;N0000006792;Etomidate [Chemical/Ingredient]
4179;N0000146478;ETOPOSIDE
4179;N0000006798;Etoposide [Chemical/Ingredient]
4182;N0000147631;ETRETINATE
4182;N0000006814;Etretinate [Chemical/Ingredient]
4186;N0000147369;EUGENOL
4186;N0000006819;Eugenol [Chemical/Ingredient]
4191;N0000147338;EVANS BLUE
4191;N0000006872;Evans Blue [Chemical/Ingredient]
4230;N0000009991;Ophthalmic Drops [Dose Form]
4249;N0000006024;Factor IX [Chemical/Ingredient]
4256;N0000006521;Factor VIIa [Chemical/Ingredient]
4257;N0000147710;ANTIHEMOPHILIC FACTOR
4257;N0000180626;FACTOR VIII
4257;N0000006037;Factor VIII [Chemical/Ingredient]
4271;N0000171478;Factor XIII [Chemical/Ingredient]
4278;N0000146320;FAMOTIDINE
4278;N0000006373;Famotidine [Chemical/Ingredient]
4301;N0000006244;Fatty Acids, Omega-3 [Chemical/Ingredient]
4301;N0000148383;OMEGA-3 POLYUNSATURATED FATTY ACIDS
4301;N0000175583;Omega-3 Fatty Acid [EPC]
4316;N0000148116;FELODIPINE
4316;N0000006368;Felodipine [Chemical/Ingredient]
4319;N0000170339;Felypressin [Chemical/Ingredient]
4325;N0000166935;Fenbendazole [Chemical/Ingredient]
4327;N0000166521;Fendiline [Chemical/Ingredient]
4328;N0000147845;FENFLURAMINE
4328;N0000007010;Fenfluramine [Chemical/Ingredient]
4331;N0000147846;FENOPROFEN
4331;N0000007012;Fenoprofen [Chemical/Ingredient]
4333;N0000171778;FENOTEROL
4333;N0000166805;Fenoterol [Chemical/Ingredient]
4337;N0000147049;FENTANYL
4337;N0000007029;Fentanyl [Chemical/Ingredient]
4381;N0000007668;Interferon-beta [Chemical/Ingredient]
4385;N0000179812;FIBRINOGEN
4385;N0000006073;Fibrinogen [Chemical/Ingredient]
4388;N0000146970;FIBRINOLYSIN
4388;N0000006076;Fibrinolysin [Chemical/Ingredient]
4419;N0000148773;FISH OIL
4419;N0000006223;Fish Oils [Chemical/Ingredient]
4440;N0000147847;FLAVOXATE
4440;N0000006961;Flavoxate [Chemical/Ingredient]
4441;N0000147848;FLECAINIDE
4441;N0000006966;Flecainide [Chemical/Ingredient]
