unii	pt	rxcui	db_uri1	db_uri2	chebi	nui	nameAndRole
020M566PB5	BLUESTRIPED GRUNT						
020UT3O4DX	MALAXIS MUSCIFERA PSEUDOBULB						
02137X034H	AG-205						
0214C2T14J	1,3-BIS(BENZOTHIAZOL-2-YLTHIOMETHYL)UREA						
0214FUT37J	NILVADIPINE						
02171IZX8X	CITRUS AURANTIUM FLOWER WAX						
021BGU73ZX	VERSICOLIN						
021SEF3731	ALBUTEROL SULFATE	142153.0					
021Z049R39	LIMONIUM CAROLINIANUM ROOT						
0223RD59PE	REMOXIPRIDE		http://www.drugbank.ca/drugs/DB00409	http://bio2rdf.org/drugbank:DB00409			
02245B2190	SPIRAMYCIN I ACETATE						
022461SR75	AZFICEL-T	1114112.0				N0000184317	Autologous Cultured Cell [EPC]
022461SR75	AZFICEL-T	1114112.0				N0000184310	Cells, Cultured, Autologous [Chemical/Ingredient]
022461SR75	AZFICEL-T	1114112.0				N0000184311	Fibroblasts [Chemical/Ingredient]
022826171T	TRIETHYL PHOSPHONOACETATE						
0229P7Z3X8	SPINNER SHARK, COOKED						
022N12KJ0X	OXIBENDAZOLE	1009342.0	http://www.drugbank.ca/drugs/DB04910	http://bio2rdf.org/drugbank:DB04910			
022R05FL66	N-((1S,3S,4S)-1-BENZYL-4-(FORMYLAMINO)-3-HYDROXY-5-PHENYLPENTYL)-3-METHYL-2-(2-OXOTETRAHYDROPYRIMIDIN-1(2H)-YL)BUTANAMIDE, (2S)-						
022YON1XMX	ETILAMFETAMINE						
0230ACF4HR	ELK						
0231102WJO	OCIMUM AFRICANUM LEAF	1544273.0					
02354HXX8X	ETAMIPHYLLIN CAMPHORSULFONATE						
0237V2ONZJ	MANT-ITP						
023C2WHX2V	TROMETHAMINE	10865.0	http://www.drugbank.ca/drugs/DB03754	http://bio2rdf.org/drugbank:DB03754	http://purl.obolibrary.org/obo/CHEBI_9754		
023D9E916L	PANAMESINE						
023P1R3N8K	MENBUTONE MAGNESIUM						
023W2KD2VX	3-MERCAPTOHEXYL HEXANOATE						
023XA5Z50L	HEXAMIDINE DIISETHIONATE						
023XWA119J	ESCHSCHOLZIA CALIFORNICA FLOWERING TOP	1423921.0					
023Z5BR09K	CEFTRIAXONE SODIUM	203172.0					
0240V77G50	PEG-5 OLEATE	1363616.0					
02414N8GQC	DEXTRIFERRON						
0243Q4990L	SOLANUM LYCOPERSICUM	1368361.0					
024664144V	NARBOMYCIN						
02470X34WD	DODECYL ISOBUTYRATE						
024852X0VD	AGAVE AMERICANA WHOLE						
024A38PA7X	VELVET CRAB, COOKED						
024EIE5BUQ	METHENAMINE CAMPHORATE						
024W88F557	FRAXINUS LATIFOLIA WHOLE						
02554U1AAV	MECLIZINE O-CHLORO ISOMER, DIHYDROCHLORIDE						
0255AHR9GJ	ALMINOPROFEN						
0258808825	MACROPIPER EXCELSUM LEAF						
02591PHL19	TRICAINE	1370418.0					
025937BG8P	3,5-DINITRO-O-TOLUIC ACID						
025N19F3YK	4-HYDROXYCARBARYL						
025O9D1EB7	BUTANILICAINE HYDROCHLORIDE						
025P24OTM5	2-SEC-BUTYLPHENOL						
025P9I542Y	CYANOCOBALAMIN CO-57					N0000177914	Radioactive Diagnostic Agent [EPC]
025P9I542Y	CYANOCOBALAMIN CO-57					N0000000205	Radiopharmaceutical Activity [MoA]
025WU2L13O	GYNURA PROCUMBENS WHOLE						
025ZB55O8N	ANCHOVY, UNSPECIFIED	1310517.0					
0265ON191Z	AJACONINE SULFATE HEPTAHYDRATE						
0269TQ4H2N	MAGNOLIA X ALBA WHOLE						
026S2O80A8	MC-VC-PAB-MMAE						
026V134N86	1,9-DICHLORODIBENZO-P-DIOXIN						
026WL43B8F	SMOOTH TRUNKFISH, COOKED						
02750Y19N9	CISTUS CRETICUS RESIN						
027828ZV5Q	GOLD AU-198						
027BE96SPU	YELLOWFIN TUNA, COOKED						
027G8KN47F	LBM-415						
027KYN78B4	P-TOLUENESULFONYL CHLORIDE						
027N433L3U	ETHYL PHENYLGLYCINATE, D-						
0280KZQ12M	PORK SIDE SPARERIB, COOKED						
02810D014T	MENTHYL BUTYRATE, (-)-						
028177L89R	2-OXO-3-ETHYL-4-BUTANOLIDE						
02833ISA66	LEVOGLUCOSE						
02855BW8ML	HUMPNOSE BIG-EYE BREAM, COOKED						
0285I2MVUA	CPP-115						
02887TX99X	3-O-METHYLGALANGIN						
028K52V859	CG-1521						
028LZY775B	VILANTEROL	1424884.0				N0000009922	Adrenergic beta2-Agonists [MoA]
028LZY775B	VILANTEROL	1424884.0				N0000175779	beta2-Adrenergic Agonist [EPC]
028U1A6J7B	ALLYLPRODINE, .BETA.-						
02908GX3PO	WHITE GRUNT WHOLE						
029182JS1Y	PIPERAZINE GLUCONATE						
02990690KJ	GLYCOSMIS PENTAPHYLLA STEM						
029JF1SCU8	TECHNETIUM TC-99M ARCITUMOMAB						
029SOQ8920	KETOPROFEN ARGININE						
029TFK992N	CROSCARMELLOSE	1310574.0					
029YHL77QF	2,2',3,4,5,6,6'-HEPTACHLOROBIPHENYL						
02ACS1U93N	COMBRETUM MICRANTHUM WHOLE						
02AJQ7VS2H	MALVALIC ACID						
02B8S6J90B	MABUPROFEN						
02B953TLAI	EMBECONAZOLE						
02BSW514GR	ISOBUTYL ETHER						
02BXM5Q7GE	ACID RED 35						
02C005Q20B	THIOLUTIN						
02C2G1D30D	TUBACIN						
02C5XR639P	O,O-DIETHYL PHOSPHORODITHIOATE						
02C80MRY74	ORANGE SCORPIONFISH, COOKED						
02CDJ8DV5V	SUCROSE, 6-MYRISTATE						
02CPM3I65L	SCROPHULARIA CALIFORNICA LEAF						
02DQX562CR	MITOCLOMINE						
02DZ1HBF0M	EMIXUSTAT						
02E00T2QDE	EFTRENONACOG ALFA	1535944.0					
02E08ZN98R	PHENETHYL BUTYRATE						
02E09D6S55	AMMONIUM SELENATE						
02EMA6F96C	HYDROLYZED SERICIN (ENZYMATIC; 2500 MW)						
02EP81D4NI	SODIUM MERCURIN						
02F3473H9O	MAGNESIUM CHLORIDE	221118.0			http://purl.obolibrary.org/obo/CHEBI_6636		
02F3473H9O	MAGNESIUM CHLORIDE	6579.0			http://purl.obolibrary.org/obo/CHEBI_6636		
02FHK59X1U	BRASSICA OLERACEA VAR. VIRIDIS WHOLE						
02FXP10O2U	INTERLEUKIN-12 HUMAN RECOMBINANT	1328172.0					
02GD87WMPH	VALYLLYSINE						
02H2YW09TH	IPSENOL						
02HQ4TYQ60	CIPEMASTAT						
02HU8HWP7U	SAFOTIBANT						
02I3VKA20E	ANACARDIUM OCCIDENTALE BARK						
02J2MB13ZN	3-(2-(4-(4-FLUORO-2-(4-(6-FLUORO-1,2-BENZISOXAZOL-3-YL)PIPERIDIN-1-YL)BENZOYL)PIPERIDIN-1-YL)ETHYL)-2-METHYL-6,7,8,9-TETRAHYDRO-4H-PYRIDO(1,2-A)PYRIMIDIN-4-ONE						
02J7X17ZUQ	AMARANTH ACID	1546381.0					
02JQ564P1G	SELAGINELLA LEPIDOPHYLLA						
02JW4J5R44	KYNURENINE		http://www.drugbank.ca/drugs/DB02070	http://bio2rdf.org/drugbank:DB02070	http://purl.obolibrary.org/obo/CHEBI_16946		
02K328WWZQ	1,3,5-TRIETHYLBENZENE						
02KSI6Z9AK	THYROTROPIN	10579.0					
02L07H6D0U	AFOXOLANER	1442093.0					
02L083W284	GANCICLOVIR SODIUM	82131.0					
02L43ZS31P	CORYNANTHE PACHYCERAS BARK						
02L89U55BJ	POTASSIUM NITROFORM						
02LC1X92MU	WHITING, UNSPECIFIED						
02MNR4P2PM	CIANOPRAMINE						
02MQ9023UM	ER-803022 FREE ACID						
02N1TZF99F	TOLMETIN SODIUM	42935.0			http://purl.obolibrary.org/obo/CHEBI_72014		
02N2G4U2OV	BUTYLMETHYLIMIDAZOLIUM						
02N30CW3X0	KYOTORPHIN				http://purl.obolibrary.org/obo/CHEBI_17537		
02NG325BQG	PEG-60 HYDROGENATED CASTOR OIL	1307688.0					
02NKI0ARRJ	NUPAFANT						
02O55696WH	CARBINOXAMINE MALEATE	91066.0					
02O9I4PZ2B	4-((4-AMINOHEX-5-ENOYL)AMINO)HEX-5-ENOIC ACID						
02OHD17721	PERINDOPRIL (2S,3AS,7AS)-OCTAHYDRO-2-CARBOXY-1H-INDOLE AMIDE						
02OS7K758T	METHARBITAL		http://www.drugbank.ca/drugs/DB00463	http://bio2rdf.org/drugbank:DB00463			
02PGT0793J	PROPIDIUM BROMIDE						
02QB6788GC	DIMETHOXYDIPHENYLSILANE						
02QCV6AU6F	GUIZOTIA ABYSSINICA WHOLE						
02R46S8KUH	GLYCERETH-17 STEARATE	1314241.0					
02R4V6T25Y	NEUROTROPHIN-3	1363714.0					
02R57BYA3R	GLYCERYL 2-LACTATE 1,3-PALMITATE						
02R6NPO627	3-BROMOPHENYLUREA						
02RA332R13	4-METHOXY-4-METHYL-2-PENTANONE						
02REV57X2D	SALETHAMIDE MALEATE						
02RVY6X9EC	QUERCUS KELLOGGII POLLEN	1014721.0				N0000185367	Non-Standardized Pollen Allergenic Extract [EPC]
02RVY6X9EC	QUERCUS KELLOGGII POLLEN	1014721.0				N0000175629	Increased Histamine Release [PE]
02RVY6X9EC	QUERCUS KELLOGGII POLLEN	1014721.0				N0000184306	Cell-mediated Immunity [PE]
02RVY6X9EC	QUERCUS KELLOGGII POLLEN	1014721.0				N0000185001	Increased IgG Production [PE]
02RVY6X9EC	QUERCUS KELLOGGII POLLEN	1014721.0				N0000185000	Pollen [Chemical/Ingredient]
02RVY6X9EC	QUERCUS KELLOGGII POLLEN	1014721.0				N0000171131	Allergens [Chemical/Ingredient]
02RWC7B0VE	FRITILLARIA WALUJEWII BULB						
02S27D9YL8	FLATHEAD SOLE	1536616.0					
02T79V874P	FRUCTOSE, DL-						
02TX97A6C0	LEUCOMYCIN A6 ACETATE						
02U2W351IL	9-METHOXY-1,3-DIMETHYL-12-THIOXOPYRIDO(1',2':3,4)IMIDAZO(1,2-A)BENZIMIDAZOL-2(12H)-ONE						
02U31690S7	HINGEMOUTH, COOKED						
02UG1910TG	PEG-40 GLYCERYL TRIOLEATE						
02UOJ7064K	M-CHLOROBENZOIC ACID				http://purl.obolibrary.org/obo/CHEBI_49410		
02UOP4Z0O0	FAMPHUR						
02V559K729	2-ETHYL-2-HEPTENAL						
02V8D6C69F	CYCLOMETHYCAINE SULFATE						
02VJ3CEY9G	CODONOPSIS PILOSULA ROOT						
02W29959D9	1-AMINO-4-NAPHTHOL						
02W815J353	(4-CHLORO-2-BUTENYL)TRIMETHYLAMMONIUM CHLORIDE						
02WK9U5NZC	TALAZOPARIB TOSYLATE						
02WM57RXZJ	BLACK WALNUT	891695.0				N0000185371	Non-Standardized Food Allergenic Extract [EPC]
02WM57RXZJ	BLACK WALNUT	891695.0				N0000175629	Increased Histamine Release [PE]
02WM57RXZJ	BLACK WALNUT	891695.0				N0000184306	Cell-mediated Immunity [PE]
02WM57RXZJ	BLACK WALNUT	891695.0				N0000171131	Allergens [Chemical/Ingredient]
02WM57RXZJ	BLACK WALNUT	891695.0				N0000007512	Dietary Proteins [Chemical/Ingredient]
02WM57RXZJ	BLACK WALNUT	891695.0				N0000185019	Nut Proteins [Chemical/Ingredient]
02WMX1FS9Y	SOMANTADINE						
02X37521XE	N-1-NAPHTHYLETHYLENEDIAMINE						
02X5LJD26T	4,4'-DIAMINODIPHENYLAMINE MONOSULFATE						
02X6KNJ5EE	TECNAZENE						
02X87P827K	TROXONIUM TOSILATE						
02X9QIP2NU	SALNACEDIN						
02XWE373M8	BLUE SUCKER WHOLE						
02Y99F2CW7	AMINOPYRALID-TRIS(2-HYDROXYPROPYL)AMMONIUM						
02YJ05O7O7	CHOLESTERYL DICHLOROBENZOATE						
02YX82IHZ5	2'-O-METHYLADENOSINE						
02Z5UI62H7	ALNUS JORULLENSIS SUBSP. JORULLENSIS WHOLE						
030186257W	BIS(2-METHYLPHENYL) DISULFIDE						
0304V791VE	PNU-271965E FREE BASE						
0306J2L3DV	ANTHERAXANTHIN						
03077MV85B	PROPYLENE GLYCOL T-BUTYL ETHER						
0308P2R362	METHOXYMETHYLMELAMINE						
0309M5LJ18	HUMAN AMNIOTIC FLUID CELL						
0309P36Q66	FERRIC FLUORIDE						
030FN29S9H	PETROSELINUM CRISPUM ROOT	1311510.0					
030MS0JBDO	ANTHRAQUINONE	1482551.0			http://purl.obolibrary.org/obo/CHEBI_40448		
030PYR8953	ROPINIROLE	72302.0	http://www.drugbank.ca/drugs/DB00268	http://bio2rdf.org/drugbank:DB00268	http://purl.obolibrary.org/obo/CHEBI_8888	N0000000117	Dopamine Agonists [MoA]
030PYR8953	ROPINIROLE	72302.0	http://www.drugbank.ca/drugs/DB00268	http://bio2rdf.org/drugbank:DB00268	http://purl.obolibrary.org/obo/CHEBI_8888	N0000175768	Nonergot Dopamine Agonist [EPC]
030R993R8E	ULMUS PUMILA POLLEN	1299981.0				N0000185367	Non-Standardized Pollen Allergenic Extract [EPC]
030R993R8E	ULMUS PUMILA POLLEN	1299981.0				N0000175629	Increased Histamine Release [PE]
030R993R8E	ULMUS PUMILA POLLEN	1299981.0				N0000184306	Cell-mediated Immunity [PE]
030R993R8E	ULMUS PUMILA POLLEN	1299981.0				N0000185001	Increased IgG Production [PE]
030R993R8E	ULMUS PUMILA POLLEN	1299981.0				N0000185000	Pollen [Chemical/Ingredient]
030R993R8E	ULMUS PUMILA POLLEN	1299981.0				N0000171131	Allergens [Chemical/Ingredient]
030Y90569U	NEBIVOLOL	31555.0			http://purl.obolibrary.org/obo/CHEBI_64022		
031117TWZ1	ZINC SELENATE						
031185262S	PIMPINELLA BRACHYCARPA WHOLE						
0314CY55NF	ZINC PERMANGANATE						
0315LV4X5V	CARBOCYSTEINE, D-						
031A4BN94T	DELPHINIDIN CATION						
031E04UF2X	SULFOMETURON						
031I7M9EOQ	2,2',3,5',6-PENTABROMOBIPHENYL						
031R94219K	2,4-D ISOPROPANOLAMINE						
0324G66D0E	GLYCOL STEARATE	1426255.0					
0326WS59HU	1-METHYLANTHRAQUINONE						
032AXH9417	MENISPERMUM CANADENSE WHOLE						
032K16VRCU	PHENYLALANINE, D-		http://www.drugbank.ca/drugs/DB02556	http://bio2rdf.org/drugbank:DB02556			
032LND7FYA	ALLSPICE OIL						
032WJR708Q	BOTIACRINE						
032Y8VMJ7I	LYCOPERDON PYRIFORME FRUITING BODY						
033456LFG1	MORUS NIGRA ROOT	1307539.0					
0338MA4H3Y	ROSE OXIDE, TRANS-(+)-						
0339L99K79	ET-BPE, (R,R)-						
033ECH6IFG	SPIRAMYCIN I						
033JIT745G	ELEPHANTOPUS MOLLIS LEAF						
033KF7V46H	TINIDAZOLE	10612.0	http://www.drugbank.ca/drugs/DB00911	http://bio2rdf.org/drugbank:DB00911		N0000175435	Nitroimidazole Antimicrobial [EPC]
033KF7V46H	TINIDAZOLE	10612.0	http://www.drugbank.ca/drugs/DB00911	http://bio2rdf.org/drugbank:DB00911		N0000007663	Nitroimidazoles [Chemical/Ingredient]
0341010SIJ	SODIUM BIPHTHALATE						
0343IGH41U	TOSITUMOMAB					N0000175078	CD20-directed Antibody Interactions [MoA]
0343IGH41U	TOSITUMOMAB					N0000175658	CD20-directed Radiotherapeutic Antibody [EPC]
0343IGH41U	TOSITUMOMAB					N0000000205	Radiopharmaceutical Activity [MoA]
0344W8EQ8R	DILSEA CARNOSA	1363603.0					
0345752X7U	PEG-20 METHYL GLUCOSE SESQUISTEARATE	1430130.0					
03466640HA	ALCHEMILLA MONTICOLA WHOLE						
034JMT13X6	BENZO(A)PYRENE-4,5-DIOL						
0350F1J2CL	1,4-DIISOPROPYLNAPHTHALENE						
03537T0SLO	UNCARIA SESSILIFRUCTUS WHOLE						
0354RT7LG4	BUPARVAQUONE						
035BVL6JJ7	AJUGA CHAMAEPITYS WHOLE						
035JKJ76MT	CETYL PEG/PPG-10/1 DIMETHICONE (HLB 5)	1306941.0					
035JKP3HXH	ZURETINOL						
035MV9S1C3	VINYLPYRROLIDONE/EICOSENE COPOLYMER	1544135.0					
035QR53X3X	SODIUM (E)-(3-(4-FORMYLBENZYLIDENE)-7,7-DIMETHYL-2-OXOBICYCLO(2.2.1)HEPTAN-1-YL)METHANESULFONATE						
035WC6W66U	TRIAPENTHENOL						
036180247V	SIMETRYN						
0361VZ4J4V	17.BETA.-HYDROXY-5.ALPHA.-ANDROST-1-EN-3-ONE PROPIONATE						
0361Z8214O	M-475271						
036655O11F	BERBERIS ARISTATA WOOD						
0366UQ9URT	SCUP						
0368A7K9E5	PROPENYL PROPYL DISULFIDE						
036B9W83KK	FLUCLOROLONE						
0370GZL32F	AMINO ACIDS, WHEAT	1307546.0					
0371ERS2Y8	AUSTRALIAN SCALLOP WHOLE						
0373WW6GZQ	METHENAMINE SULFATE						
0373X40QNR	BIA-2-024						
0374EZJ8CU	CLINOFIBRATE						
03760VRH6P	3-METHYLTRIAZOLO(3,4-A)PHTHALAZINE						
0377369AJS	BROADBAND ANCHOVY, COOKED						
0377415922	N-DESMETHYLVENLAFAXINE, (S)-						
0379G9C44S	METHYL LACTATE, (-)-	1431993.0					
037BJM6602	4-AMINO-4-DEOXY-N10-METHYLPTEROIC ACID, HEMIHYDROCHLORIDE						
037S03TJ5M	TINISULPRIDE						
037SV4IVWA	CHLOROGENIC ACID, (Z)-						
037V4520IY	3-DEAZAADENOSINE						
037VRW83CF	BASIC RED 1						
037WED475D	GYROPORUS CYANESCENS WHOLE						
037Y518MHP	FENOPROP-ISOCTYL						
03837V0H1Y	FLUOCORTIN						
0384A8E8EX	1-CHLORO-1-NITROPROPANE						
038753E78J	N-HEXANOYLSPHINGOSINE	1603859.0					
0388G963HY	HYDROCORTISONE SODIUM PHOSPHATE						
038D8XOK12	ACETYLCYSTEINE MAGNESIUM						
038E5L962W	LIFITEGRAST						
038OS8L3ZM	CYPERUS ARTICULATUS ROOT OIL						
038R511H1R	1,3,5-TRIOXEPANE						
038VMC282G	2,4,6-TRI-TERT-BUTYLPHENYL CYCLIC BUTYLETHYLPROPANEDIYL PHOSPHITE						
03909LDR1B	AMMONIUM CUPRIC CHLORIDE						
03910K13EF	ACACIA NILOTICA BARK						
039G4OZ3G2	LOXOSCELES RECLUSA	1426420.0					
039G8U30HE	FLUDAZONIUM CHLORIDE						
039J331OB1	WHITE GRUNT						
039LU44I5M	FLOXURIDINE	4488.0	http://www.drugbank.ca/drugs/DB00322	http://bio2rdf.org/drugbank:DB00322	http://purl.obolibrary.org/obo/CHEBI_60761	N0000180853	Antimetabolite [EPC]
039LU44I5M	FLOXURIDINE	4488.0	http://www.drugbank.ca/drugs/DB00322	http://bio2rdf.org/drugbank:DB00322	http://purl.obolibrary.org/obo/CHEBI_60761	N0000007770	Deoxyuridine [Chemical/Ingredient]
039S45723P	CHONDRILLASTEROL BENZOATE						
03A5ORL08Q	ZOPICLONE				http://purl.obolibrary.org/obo/CHEBI_32315		
03B6XUI7WW	PACIFIC CREVALLE JACK, COOKED						
03BYF220B6	HUMAN CYTOCHROME P450 2E1 (OXIDIZED)						
03C8A0DFJ8	GUAIAC	1373150.0					
03C8I9296V	PILSICAINIDE HYDROCHLORIDE						
03CPZ5439O	THIHEXINOL METHYLBROMIDE						
03D0789NYP	INFIGRATINIB ACETATE						
03D77SZX4M	DIHYDRO-.BETA.-ERYTHROIDINE HYDROCHLORIDE						
03DB58Y9DO	BETOXYCAINE						
03DF2I0XP1	CINCHONA PUBESCENS WHOLE						
03DH2IZ3FY	COCO-BETAINE	1367422.0					
03DV83R3XD	COTTONSEED GLYCERIDE						
03E4R5YL99	ANDROSTENEDIONE, C-13						
03EJM6SF21	1,3,6,8-TETRACHLORODIBENZOFURAN						
03F1XSV8NY	CIMIGENOL 3,15-DIACETATE						
03F36JH21U	ETOFAMIDE						
03F6B8N3QN	COTARNINE CHLORIDE						
03FD3993M5	CHIRING						
03FK8ORW3O	4,5-DIAMINO-1-METHYLPYRAZOLE DIHYDROCHLORIDE						
03G023333X	DOLOMIAEA SOULIEI ROOT						
03G869PR3P	BRL-50481						
03GE7Y3NKC	.BETA.-TERPINYL BUTYRATE, TRANS-						
03H8X9K3I3	1-(3,5-BIS(TRIFLUOROMETHYL)PHENYL)ETHANOL						
03H9U4J4V9	2,4-NONADIENAL, (2E,4Z)-						
03HE649U3E	ALSTONIA BOONEI WHOLE						
03HN50ZAF0	GUANOXYFEN						
03HP3QF78W	ACETIC ACID, (2,4,5-TRICHLOROPHENOXY)-, 2-ETHYL-4-METHYLPENTYL ESTER						
03HR3HQB73	CASEARIA SYLVESTRIS LEAF						
03I25JDS1H	GOLD MONOCYANIDE						
03I89QZ6FC	BLACK ABALONE WHOLE						
03IY6V9XQG	2,4,5-TRIMETHOXYPHENETHYLAMINE HYDROCHLORIDE						
03J0H273KZ	6-DIAZO-5-OXO-L-NORLEUCINE						
03J11K103C	ALGELDRATE	613.0					
03J5ZE7KA5	ATROPINE SULFATE	153971.0					
03JD5N07WU	MESUA FERREA WHOLE						
03JLX11PE9	AMINAPHTHONE						
03K18418PY	S-(2-AMINOETHYL)ISOTHIURONIUM BROMIDE HYDROBROMIDE						
03K4RY0QGM	KINGKLIP, UNSPECIFIED						
03K6SX4V2J	DIETHYLENETRIAMINE						
03K812H9OC	SEZOLAMIDE HYDROCHLORIDE HEMIHYDRATE						
03K971718K	SOLIDAGO ODORA LEAF						
03KCY6P7UT	POTASSIUM CETYL PHOSPHATE	1367140.0					
03KJ0493AW	AESCULUS CALIFORNICA BARK						
03KSI6WLXH	NALDEMEDINE						
03KW6RT30C	2,4,6-TRICHLORO-4'-BIPHENYLOL						
03L9OT429T	ROTENONE	1366666.0					
03LAZ1TDFJ	CALCIUM 5'-GUANYLATE HEXAHYDRATE						
03LY784Y58	TETRADECANE		http://www.drugbank.ca/drugs/DB03563	http://bio2rdf.org/drugbank:DB03563			
03M0G68R5F	MANGANESE NITRATE TETRAHYDRATE						
03M5R7P99Z	COMMON HOGFISH WHOLE						
03MKG5M9XM	9-METHYLBENZ(A)ANTHRACENE						
03MS571699	FRANGULA CALIFORNICA WHOLE						
03MZ53X1YS	INDIUM IN-111 CAPROMAB PENDETIDE						
03N9T53AOY	IMAZAPYR, (R)-						
03N9U5JAF6	ATIPAMEZOLE	18475.0					
03NIQ3Y7W2	DIAMORPHINE HYDROCHLORIDE MONOHYDRATE						
03NNJ0PH79	ISODON RUBESCENS TOP	1488815.0					
03NR868ICX	AMEZINIUM METILSULFATE						
03O98E01OB	ETHYL PYRUVATE	1539968.0	http://www.drugbank.ca/drugs/DB05869	http://bio2rdf.org/drugbank:DB05869			
03Q61W187C	FLESH-FINGER CITRON						
03QB156W6I	TEMOCILLIN				http://purl.obolibrary.org/obo/CHEBI_51817		
03RBP530AC	N-(2-METHYL-2-PROPYL)ETHANAMIDE						
03RIV26P6A	CHANGIUM SMYRNIOIDES WHOLE						
03RTP2436R	DAREXABAN MALEATE						
03S530447I	DIPROPOXYMETHANE						
03S640ADSK	LEVONANTRADOL						
03SC652CC8	3,8-DIBROMOFLUORANTHENE						
03SGR80EOC	MARSH GRASS SHRIMP WHOLE						
03SL1NG15Q	2,2',4,5,5'-PENTABROMOBIPHENYL						
03TUA9L576	(2-AMINO-5,6-DICHLOROQUINAZOLIN-3(4H )-YL)ACETIC ACID						
03TZM169KH	CHLOROMETHYLTRICHLOROSILANE						
03U0453EXK	HELIANTHEMUM GLOMERATUM ROOT						
03UDO3POCQ	ATROLACTAMIDE, (R)-						
03UUH3J385	TANSHINONE I						
03V0M710F7	INDIAN OCEAN ORIENTAL SWEETLIPS						
03V657ZD3V	METHACHOLINE	155080.0				N0000175369	Cholinergic Agonists [MoA]
03V657ZD3V	METHACHOLINE	155080.0				N0000175884	Cholinergic Receptor Agonist [EPC]
03VC3O9F7W	GOLD MONOSULFIDE	1546210.0					
03VRY66076	RACEPHEDRINE						
03VU31MV6J	2-METHYLQUINOXALINE						
03XV449Q24	STEARIC MONOETHANOLAMIDE	1426353.0					
03XVW8912B	1-(6-(TRIFLUOROMETHYL)PYRIDIN-3-YL)ETHANOL						
03YVY48VCD	ANTHEMIS ARVENSIS POLLEN					N0000185367	Non-Standardized Pollen Allergenic Extract [EPC]
03YVY48VCD	ANTHEMIS ARVENSIS POLLEN					N0000175629	Increased Histamine Release [PE]
03YVY48VCD	ANTHEMIS ARVENSIS POLLEN					N0000184306	Cell-mediated Immunity [PE]
03YVY48VCD	ANTHEMIS ARVENSIS POLLEN					N0000185001	Increased IgG Production [PE]
03YVY48VCD	ANTHEMIS ARVENSIS POLLEN					N0000185000	Pollen [Chemical/Ingredient]
03YVY48VCD	ANTHEMIS ARVENSIS POLLEN					N0000171131	Allergens [Chemical/Ingredient]
03Z015E4XN	HUMAN NOGGIN						
03Z3I85RNE	BOS TAURUS SPINAL CORD	1310294.0					
03ZI7RZ52O	COPANLISIB DIHYDROCHLORIDE						
03ZI7ZZW5Q	1-PIPERIDINOCYCLOHEXANECARBONITRILE		http://www.drugbank.ca/drugs/DB01539	http://bio2rdf.org/drugbank:DB01539			
04079A1RDZ	CYTARABINE	3041.0	http://www.drugbank.ca/drugs/DB00987	http://bio2rdf.org/drugbank:DB00987		N0000000233	Nucleic Acid Synthesis Inhibitors [MoA]
04079A1RDZ	CYTARABINE	3041.0	http://www.drugbank.ca/drugs/DB00987	http://bio2rdf.org/drugbank:DB00987		N0000175595	Nucleoside Metabolic Inhibitor [EPC]
040OM3QF5R	3-FLUOROPYRUVATE						
040Q7T9FO6	STEARYL STEAROYL STEARATE						
040RZ09S0V	4-(P-HYDROXYPHENYL)-2-BUTANONE ACETATE	1307548.0					
040X3AX99T	SINAPULTIDE	1440288.0					
040ZB27861	MONOPOTASSIUM PEROXYMONOSULFATE						
0414BW860U	PRIFELONE						
0415629F6C	TIMEFURONE						
0416TL8388	FRAGARIN						
041UME1156	EMD-86006						
04201GDN4R	MOMETASONE FUROATE	30145.0	http://www.drugbank.ca/drugs/DB00764	http://bio2rdf.org/drugbank:DB00764			
0421AQV5W3	AKUAMMINE						
042A5NJE6B	REBASTINIB TOSYLATE						
042A8N37WH	HUMAN .BETA.-AMYLOID PEPTIDE (1-42)						
042CDE5GOI	SASA SENANENSIS LEAF						
042LAQ1IIS	IRINOTECAN HYDROCHLORIDE	153329.0					
042SUA2DS9	PINUS PONDEROSA POLLEN	852716.0				N0000185367	Non-Standardized Pollen Allergenic Extract [EPC]
042SUA2DS9	PINUS PONDEROSA POLLEN	852716.0				N0000175629	Increased Histamine Release [PE]
042SUA2DS9	PINUS PONDEROSA POLLEN	852716.0				N0000184306	Cell-mediated Immunity [PE]
042SUA2DS9	PINUS PONDEROSA POLLEN	852716.0				N0000185001	Increased IgG Production [PE]
042SUA2DS9	PINUS PONDEROSA POLLEN	852716.0				N0000185000	Pollen [Chemical/Ingredient]
042SUA2DS9	PINUS PONDEROSA POLLEN	852716.0				N0000171131	Allergens [Chemical/Ingredient]
042SUA2DS9	PINUS PONDEROSA POLLEN	852716.0				N0000185367	Non-Standardized Pollen Allergenic Extract [EPC]
042SUA2DS9	PINUS PONDEROSA POLLEN	852716.0				N0000175629	Increased Histamine Release [PE]
042SUA2DS9	PINUS PONDEROSA POLLEN	852716.0				N0000184306	Cell-mediated Immunity [PE]
042SUA2DS9	PINUS PONDEROSA POLLEN	852716.0				N0000185001	Increased IgG Production [PE]
042SUA2DS9	PINUS PONDEROSA POLLEN	852716.0				N0000185000	Pollen [Chemical/Ingredient]
042SUA2DS9	PINUS PONDEROSA POLLEN	852716.0				N0000171131	Allergens [Chemical/Ingredient]
0432698UA0	HEXESTROL DIACETATE						
0433BHT050	BLUE MORWONG, COOKED						
