FDASubstancePrefName	DRUGBANK_CA	DRUGBANK_BIO2RDF
SAXAGLIPTIN	http://www.drugbank.ca/drugs/DB06335	http://bio2rdf.org/drugbank:DB06335
SCOPOLAMINE	http://www.drugbank.ca/drugs/DB00747	http://bio2rdf.org/drugbank:DB00747
SECOBARBITAL	http://www.drugbank.ca/drugs/DB00418	http://bio2rdf.org/drugbank:DB00418
SELEGILINE	http://www.drugbank.ca/drugs/DB01037	http://bio2rdf.org/drugbank:DB01037
SELENIUM SULFIDE	http://www.drugbank.ca/drugs/DB00971	http://bio2rdf.org/drugbank:DB00971
SERINE	http://www.drugbank.ca/drugs/DB00133	http://bio2rdf.org/drugbank:DB00133
SERTACONAZOLE	http://www.drugbank.ca/drugs/DB01153	http://bio2rdf.org/drugbank:DB01153
SERTRALINE	http://www.drugbank.ca/drugs/DB01104	http://bio2rdf.org/drugbank:DB01104
SEVELAMER	http://www.drugbank.ca/drugs/DB00658	http://bio2rdf.org/drugbank:DB00658
SEVOFLURANE	http://www.drugbank.ca/drugs/DB01236	http://bio2rdf.org/drugbank:DB01236
SIBUTRAMINE	http://www.drugbank.ca/drugs/DB01105	http://bio2rdf.org/drugbank:DB01105
SILDENAFIL	http://www.drugbank.ca/drugs/DB00203	http://bio2rdf.org/drugbank:DB00203
SILVER SULFADIAZINE	http://www.drugbank.ca/drugs/DB05245	http://bio2rdf.org/drugbank:DB05245
SIMVASTATIN	http://www.drugbank.ca/drugs/DB00641	http://bio2rdf.org/drugbank:DB00641
SIROLIMUS	http://www.drugbank.ca/drugs/DB00877	http://bio2rdf.org/drugbank:DB00877
SITAGLIPTIN	http://www.drugbank.ca/drugs/DB01261	http://bio2rdf.org/drugbank:DB01261
SODIUM BICARBONATE	http://www.drugbank.ca/drugs/DB01390	http://bio2rdf.org/drugbank:DB01390
SODIUM TETRADECYL SULFATE	http://www.drugbank.ca/drugs/DB00464	http://bio2rdf.org/drugbank:DB00464
SOLIFENACIN	http://www.drugbank.ca/drugs/DB01591	http://bio2rdf.org/drugbank:DB01591
SOMATROPIN	http://www.drugbank.ca/drugs/DB00052	http://bio2rdf.org/drugbank:DB00052
SORAFENIB	http://www.drugbank.ca/drugs/DB00398	http://bio2rdf.org/drugbank:DB00398
SOTALOL	http://www.drugbank.ca/drugs/DB00489	http://bio2rdf.org/drugbank:DB00489
SPECTINOMYCIN	http://www.drugbank.ca/drugs/DB00919	http://bio2rdf.org/drugbank:DB00919
SPIRONOLACTONE	http://www.drugbank.ca/drugs/DB00421	http://bio2rdf.org/drugbank:DB00421
STAVUDINE	http://www.drugbank.ca/drugs/DB00649	http://bio2rdf.org/drugbank:DB00649
STEARIC ACID	http://www.drugbank.ca/drugs/DB03193	http://bio2rdf.org/drugbank:DB03193
STREPTOMYCIN	http://www.drugbank.ca/drugs/DB01082	http://bio2rdf.org/drugbank:DB01082
STREPTOZOCIN	http://www.drugbank.ca/drugs/DB00428	http://bio2rdf.org/drugbank:DB00428
SUCCINIC ACID	http://www.drugbank.ca/drugs/DB00139	http://bio2rdf.org/drugbank:DB00139
SUCCINYLCHOLINE	http://www.drugbank.ca/drugs/DB00202	http://bio2rdf.org/drugbank:DB00202
SUCRALFATE	http://www.drugbank.ca/drugs/DB00364	http://bio2rdf.org/drugbank:DB00364
SUCROSE	http://www.drugbank.ca/drugs/DB02772	http://bio2rdf.org/drugbank:DB02772
SUFENTANIL	http://www.drugbank.ca/drugs/DB00708	http://bio2rdf.org/drugbank:DB00708
SULFACETAMIDE	http://www.drugbank.ca/drugs/DB00634	http://bio2rdf.org/drugbank:DB00634
SULFADIAZINE	http://www.drugbank.ca/drugs/DB00359	http://bio2rdf.org/drugbank:DB00359
SULFAMETHOXAZOLE	http://www.drugbank.ca/drugs/DB01015	http://bio2rdf.org/drugbank:DB01015
SULFANILAMIDE	http://www.drugbank.ca/drugs/DB00259	http://bio2rdf.org/drugbank:DB00259
SULFASALAZINE	http://www.drugbank.ca/drugs/DB00795	http://bio2rdf.org/drugbank:DB00795
SULFISOXAZOLE	http://www.drugbank.ca/drugs/DB00263	http://bio2rdf.org/drugbank:DB00263
SULINDAC	http://www.drugbank.ca/drugs/DB00605	http://bio2rdf.org/drugbank:DB00605
SUMATRIPTAN	http://www.drugbank.ca/drugs/DB00669	http://bio2rdf.org/drugbank:DB00669
SUNITINIB	http://www.drugbank.ca/drugs/DB01268	http://bio2rdf.org/drugbank:DB01268
SUPROFEN	http://www.drugbank.ca/drugs/DB00870	http://bio2rdf.org/drugbank:DB00870
TACRINE	http://www.drugbank.ca/drugs/DB00382	http://bio2rdf.org/drugbank:DB00382
TACROLIMUS	http://www.drugbank.ca/drugs/DB00864	http://bio2rdf.org/drugbank:DB00864
TACROLIMUS ANHYDROUS	http://www.drugbank.ca/drugs/DB00864	http://bio2rdf.org/drugbank:DB00864
TADALAFIL	http://www.drugbank.ca/drugs/DB00820	http://bio2rdf.org/drugbank:DB00820
TAFLUPROST	http://www.drugbank.ca/drugs/DB08819	http://bio2rdf.org/drugbank:DB08819
TAMOXIFEN	http://www.drugbank.ca/drugs/DB00675	http://bio2rdf.org/drugbank:DB00675
TAMSULOSIN	http://www.drugbank.ca/drugs/DB00706	http://bio2rdf.org/drugbank:DB00706
TAURINE	http://www.drugbank.ca/drugs/DB01956	http://bio2rdf.org/drugbank:DB01956
TAZAROTENE	http://www.drugbank.ca/drugs/DB00799	http://bio2rdf.org/drugbank:DB00799
TAZOBACTAM	http://www.drugbank.ca/drugs/DB01606	http://bio2rdf.org/drugbank:DB01606
TEGASEROD	http://www.drugbank.ca/drugs/DB01079	http://bio2rdf.org/drugbank:DB01079
TELAPREVIR	http://www.drugbank.ca/drugs/DB05521	http://bio2rdf.org/drugbank:DB05521
TELBIVUDINE	http://www.drugbank.ca/drugs/DB01265	http://bio2rdf.org/drugbank:DB01265
TELITHROMYCIN	http://www.drugbank.ca/drugs/DB00976	http://bio2rdf.org/drugbank:DB00976
TELMISARTAN	http://www.drugbank.ca/drugs/DB00966	http://bio2rdf.org/drugbank:DB00966
TEMAZEPAM	http://www.drugbank.ca/drugs/DB00231	http://bio2rdf.org/drugbank:DB00231
TEMOZOLOMIDE	http://www.drugbank.ca/drugs/DB00853	http://bio2rdf.org/drugbank:DB00853
TEMSIROLIMUS	http://www.drugbank.ca/drugs/DB06287	http://bio2rdf.org/drugbank:DB06287
TENECTEPLASE	http://www.drugbank.ca/drugs/DB00031	http://bio2rdf.org/drugbank:DB00031
TENIPOSIDE	http://www.drugbank.ca/drugs/DB00444	http://bio2rdf.org/drugbank:DB00444
TENOFOVIR	http://www.drugbank.ca/drugs/DB00300	http://bio2rdf.org/drugbank:DB00300
TERAZOSIN	http://www.drugbank.ca/drugs/DB01162	http://bio2rdf.org/drugbank:DB01162
TERBINAFINE	http://www.drugbank.ca/drugs/DB00857	http://bio2rdf.org/drugbank:DB00857
TERBUTALINE	http://www.drugbank.ca/drugs/DB00871	http://bio2rdf.org/drugbank:DB00871
TERCONAZOLE	http://www.drugbank.ca/drugs/DB00251	http://bio2rdf.org/drugbank:DB00251
TERIPARATIDE	http://www.drugbank.ca/drugs/DB06285	http://bio2rdf.org/drugbank:DB06285
TESTOSTERONE	http://www.drugbank.ca/drugs/DB00624	http://bio2rdf.org/drugbank:DB00624
TETRABENAZINE	http://www.drugbank.ca/drugs/DB04844	http://bio2rdf.org/drugbank:DB04844
TETRACYCLINE	http://www.drugbank.ca/drugs/DB00759	http://bio2rdf.org/drugbank:DB00759
THALIDOMIDE	http://www.drugbank.ca/drugs/DB01041	http://bio2rdf.org/drugbank:DB01041
THEOPHYLLINE	http://www.drugbank.ca/drugs/DB00277	http://bio2rdf.org/drugbank:DB00277
THEOPHYLLINE ANHYDROUS	http://www.drugbank.ca/drugs/DB00277	http://bio2rdf.org/drugbank:DB00277
THIABENDAZOLE	http://www.drugbank.ca/drugs/DB00730	http://bio2rdf.org/drugbank:DB00730
THIAMINE	http://www.drugbank.ca/drugs/DB00152	http://bio2rdf.org/drugbank:DB00152
THIOGUANINE	http://www.drugbank.ca/drugs/DB00352	http://bio2rdf.org/drugbank:DB00352
THIORIDAZINE	http://www.drugbank.ca/drugs/DB00679	http://bio2rdf.org/drugbank:DB00679
THIOTEPA	http://www.drugbank.ca/drugs/DB04572	http://bio2rdf.org/drugbank:DB04572
THIOTHIXENE	http://www.drugbank.ca/drugs/DB01623	http://bio2rdf.org/drugbank:DB01623
THREONINE	http://www.drugbank.ca/drugs/DB00156	http://bio2rdf.org/drugbank:DB00156
THYMOL	http://www.drugbank.ca/drugs/DB02513	http://bio2rdf.org/drugbank:DB02513
THYROTROPIN ALFA	http://www.drugbank.ca/drugs/DB00024	http://bio2rdf.org/drugbank:DB00024
TIAGABINE	http://www.drugbank.ca/drugs/DB00906	http://bio2rdf.org/drugbank:DB00906
TICAGRELOR	http://www.drugbank.ca/drugs/DB08816	http://bio2rdf.org/drugbank:DB08816
TICARCILLIN	http://www.drugbank.ca/drugs/DB01607	http://bio2rdf.org/drugbank:DB01607
TICLOPIDINE	http://www.drugbank.ca/drugs/DB00208	http://bio2rdf.org/drugbank:DB00208
TIGECYCLINE	http://www.drugbank.ca/drugs/DB00560	http://bio2rdf.org/drugbank:DB00560
TILUDRONIC ACID	http://www.drugbank.ca/drugs/DB01133	http://bio2rdf.org/drugbank:DB01133
TIMOLOL	http://www.drugbank.ca/drugs/DB00373	http://bio2rdf.org/drugbank:DB00373
TINIDAZOLE	http://www.drugbank.ca/drugs/DB00911	http://bio2rdf.org/drugbank:DB00911
TINZAPARIN	http://www.drugbank.ca/drugs/DB06822	http://bio2rdf.org/drugbank:DB06822
TIOCONAZOLE	http://www.drugbank.ca/drugs/DB01007	http://bio2rdf.org/drugbank:DB01007
TIOTROPIUM	http://www.drugbank.ca/drugs/DB01409	http://bio2rdf.org/drugbank:DB01409
TIPRANAVIR	http://www.drugbank.ca/drugs/DB00932	http://bio2rdf.org/drugbank:DB00932
TIROFIBAN	http://www.drugbank.ca/drugs/DB00775	http://bio2rdf.org/drugbank:DB00775
TIZANIDINE	http://www.drugbank.ca/drugs/DB00697	http://bio2rdf.org/drugbank:DB00697
TOBRAMYCIN	http://www.drugbank.ca/drugs/DB00684	http://bio2rdf.org/drugbank:DB00684
TOCOPHEROL	http://www.drugbank.ca/drugs/DB00163	http://bio2rdf.org/drugbank:DB00163
TOLAZAMIDE	http://www.drugbank.ca/drugs/DB00839	http://bio2rdf.org/drugbank:DB00839
TOLBUTAMIDE	http://www.drugbank.ca/drugs/DB01124	http://bio2rdf.org/drugbank:DB01124
TOLCAPONE	http://www.drugbank.ca/drugs/DB00323	http://bio2rdf.org/drugbank:DB00323
TOLMETIN	http://www.drugbank.ca/drugs/DB00500	http://bio2rdf.org/drugbank:DB00500
TOLNAFTATE	http://www.drugbank.ca/drugs/DB00525	http://bio2rdf.org/drugbank:DB00525
TOLTERODINE	http://www.drugbank.ca/drugs/DB01036	http://bio2rdf.org/drugbank:DB01036
TOPIRAMATE	http://www.drugbank.ca/drugs/DB00273	http://bio2rdf.org/drugbank:DB00273
TOPOTECAN	http://www.drugbank.ca/drugs/DB01030	http://bio2rdf.org/drugbank:DB01030
TOREMIFENE	http://www.drugbank.ca/drugs/DB00539	http://bio2rdf.org/drugbank:DB00539
TORSEMIDE	http://www.drugbank.ca/drugs/DB00214	http://bio2rdf.org/drugbank:DB00214
TOSITUMOMAB	http://www.drugbank.ca/drugs/DB00081	http://bio2rdf.org/drugbank:DB00081
TRAMADOL	http://www.drugbank.ca/drugs/DB00193	http://bio2rdf.org/drugbank:DB00193
TRANDOLAPRIL	http://www.drugbank.ca/drugs/DB00519	http://bio2rdf.org/drugbank:DB00519
TRANEXAMIC ACID	http://www.drugbank.ca/drugs/DB00302	http://bio2rdf.org/drugbank:DB00302
TRANYLCYPROMINE	http://www.drugbank.ca/drugs/DB00752	http://bio2rdf.org/drugbank:DB00752
TRASTUZUMAB	http://www.drugbank.ca/drugs/DB00072	http://bio2rdf.org/drugbank:DB00072
TRAVOPROST	http://www.drugbank.ca/drugs/DB00287	http://bio2rdf.org/drugbank:DB00287
TRAZODONE	http://www.drugbank.ca/drugs/DB00656	http://bio2rdf.org/drugbank:DB00656
TREPROSTINIL	http://www.drugbank.ca/drugs/DB00374	http://bio2rdf.org/drugbank:DB00374
TRETINOIN	http://www.drugbank.ca/drugs/DB00755	http://bio2rdf.org/drugbank:DB00755
TRIAMCINOLONE	http://www.drugbank.ca/drugs/DB00620	http://bio2rdf.org/drugbank:DB00620
TRIAMTERENE	http://www.drugbank.ca/drugs/DB00384	http://bio2rdf.org/drugbank:DB00384
TRIAZOLAM	http://www.drugbank.ca/drugs/DB00897	http://bio2rdf.org/drugbank:DB00897
TRICLOSAN	http://www.drugbank.ca/drugs/DB08604	http://bio2rdf.org/drugbank:DB08604
TRIFLUOPERAZINE	http://www.drugbank.ca/drugs/DB00831	http://bio2rdf.org/drugbank:DB00831
TRIFLURIDINE	http://www.drugbank.ca/drugs/DB00432	http://bio2rdf.org/drugbank:DB00432
TRIHEXYPHENIDYL	http://www.drugbank.ca/drugs/DB00376	http://bio2rdf.org/drugbank:DB00376
TRIMETHADIONE	http://www.drugbank.ca/drugs/DB00347	http://bio2rdf.org/drugbank:DB00347
TRIMETHOBENZAMIDE	http://www.drugbank.ca/drugs/DB00662	http://bio2rdf.org/drugbank:DB00662
TRIMETHOPRIM	http://www.drugbank.ca/drugs/DB00440	http://bio2rdf.org/drugbank:DB00440
TRIMETREXATE	http://www.drugbank.ca/drugs/DB01157	http://bio2rdf.org/drugbank:DB01157
TRIMIPRAMINE	http://www.drugbank.ca/drugs/DB00726	http://bio2rdf.org/drugbank:DB00726
TRIPROLIDINE	http://www.drugbank.ca/drugs/DB00427	http://bio2rdf.org/drugbank:DB00427
TROMETHAMINE	http://www.drugbank.ca/drugs/DB03754	http://bio2rdf.org/drugbank:DB03754
TROPICAMIDE	http://www.drugbank.ca/drugs/DB00809	http://bio2rdf.org/drugbank:DB00809
TROSPIUM	http://www.drugbank.ca/drugs/DB00209	http://bio2rdf.org/drugbank:DB00209
TROVAFLOXACIN	http://www.drugbank.ca/drugs/DB00685	http://bio2rdf.org/drugbank:DB00685
TRYPTOPHAN	http://www.drugbank.ca/drugs/DB00150	http://bio2rdf.org/drugbank:DB00150
TYROSINE	http://www.drugbank.ca/drugs/DB03839	http://bio2rdf.org/drugbank:DB03839
TYROSINE	http://www.drugbank.ca/drugs/DB00135	http://bio2rdf.org/drugbank:DB00135
UREA	http://www.drugbank.ca/drugs/DB03904	http://bio2rdf.org/drugbank:DB03904
UROKINASE	http://www.drugbank.ca/drugs/DB00013	http://bio2rdf.org/drugbank:DB00013
URSODIOL	http://www.drugbank.ca/drugs/DB01586	http://bio2rdf.org/drugbank:DB01586
VALACYCLOVIR	http://www.drugbank.ca/drugs/DB00577	http://bio2rdf.org/drugbank:DB00577
VALDECOXIB	http://www.drugbank.ca/drugs/DB00580	http://bio2rdf.org/drugbank:DB00580
VALGANCICLOVIR	http://www.drugbank.ca/drugs/DB01610	http://bio2rdf.org/drugbank:DB01610
VALINE	http://www.drugbank.ca/drugs/DB00161	http://bio2rdf.org/drugbank:DB00161
VALPROIC ACID	http://www.drugbank.ca/drugs/DB00313	http://bio2rdf.org/drugbank:DB00313
VALRUBICIN	http://www.drugbank.ca/drugs/DB00385	http://bio2rdf.org/drugbank:DB00385
VALSARTAN	http://www.drugbank.ca/drugs/DB00177	http://bio2rdf.org/drugbank:DB00177
VANCOMYCIN	http://www.drugbank.ca/drugs/DB00512	http://bio2rdf.org/drugbank:DB00512
VANDETANIB	http://www.drugbank.ca/drugs/DB08764	http://bio2rdf.org/drugbank:DB08764
VARDENAFIL	http://www.drugbank.ca/drugs/DB00862	http://bio2rdf.org/drugbank:DB00862
VARENICLINE	http://www.drugbank.ca/drugs/DB01273	http://bio2rdf.org/drugbank:DB01273
VASOPRESSIN	http://www.drugbank.ca/drugs/DB00067	http://bio2rdf.org/drugbank:DB00067
VECURONIUM	http://www.drugbank.ca/drugs/DB01339	http://bio2rdf.org/drugbank:DB01339
VENLAFAXINE	http://www.drugbank.ca/drugs/DB00285	http://bio2rdf.org/drugbank:DB00285
VERAPAMIL	http://www.drugbank.ca/drugs/DB00661	http://bio2rdf.org/drugbank:DB00661
VERTEPORFIN	http://www.drugbank.ca/drugs/DB00460	http://bio2rdf.org/drugbank:DB00460
VIGABATRIN	http://www.drugbank.ca/drugs/DB01080	http://bio2rdf.org/drugbank:DB01080
VILAZODONE	http://www.drugbank.ca/drugs/DB06684	http://bio2rdf.org/drugbank:DB06684
VINBLASTINE	http://www.drugbank.ca/drugs/DB00570	http://bio2rdf.org/drugbank:DB00570
VINCRISTINE	http://www.drugbank.ca/drugs/DB00541	http://bio2rdf.org/drugbank:DB00541
VINORELBINE	http://www.drugbank.ca/drugs/DB00361	http://bio2rdf.org/drugbank:DB00361
VITAMIN A	http://www.drugbank.ca/drugs/DB00162	http://bio2rdf.org/drugbank:DB00162
VITAMIN D	http://www.drugbank.ca/drugs/DB00153	http://bio2rdf.org/drugbank:DB00153
VORICONAZOLE	http://www.drugbank.ca/drugs/DB00582	http://bio2rdf.org/drugbank:DB00582
VORINOSTAT	http://www.drugbank.ca/drugs/DB02546	http://bio2rdf.org/drugbank:DB02546
WARFARIN	http://www.drugbank.ca/drugs/DB00682	http://bio2rdf.org/drugbank:DB00682
XYLOMETAZOLINE	http://www.drugbank.ca/drugs/DB06694	http://bio2rdf.org/drugbank:DB06694
ZAFIRLUKAST	http://www.drugbank.ca/drugs/DB00549	http://bio2rdf.org/drugbank:DB00549
ZALCITABINE	http://www.drugbank.ca/drugs/DB00943	http://bio2rdf.org/drugbank:DB00943
ZALEPLON	http://www.drugbank.ca/drugs/DB00962	http://bio2rdf.org/drugbank:DB00962
ZANAMIVIR	http://www.drugbank.ca/drugs/DB00558	http://bio2rdf.org/drugbank:DB00558
ZIDOVUDINE	http://www.drugbank.ca/drugs/DB00495	http://bio2rdf.org/drugbank:DB00495
ZILEUTON	http://www.drugbank.ca/drugs/DB00744	http://bio2rdf.org/drugbank:DB00744
ZINC	http://www.drugbank.ca/drugs/DB01593	http://bio2rdf.org/drugbank:DB01593
ZIPRASIDONE	http://www.drugbank.ca/drugs/DB00246	http://bio2rdf.org/drugbank:DB00246
ZOLEDRONIC ACID	http://www.drugbank.ca/drugs/DB00399	http://bio2rdf.org/drugbank:DB00399
ZOLMITRIPTAN	http://www.drugbank.ca/drugs/DB00315	http://bio2rdf.org/drugbank:DB00315
ZOLPIDEM	http://www.drugbank.ca/drugs/DB00425	http://bio2rdf.org/drugbank:DB00425
ZONISAMIDE	http://www.drugbank.ca/drugs/DB00343	http://bio2rdf.org/drugbank:DB00343
ZONISAMIDE	http://www.drugbank.ca/drugs/DB00909	http://bio2rdf.org/drugbank:DB00909
