FDAPreferredTerm|DrugBankDrugString|CHEBI
MEROPENEM ANHYDROUS|Meropenem|http://purl.obolibrary.org/obo/CHEBI_43968
MESALAZINE|Mesalazine|http://purl.obolibrary.org/obo/CHEBI_6775
MESO-ERYTHRITOL|Meso-Erythritol|http://purl.obolibrary.org/obo/CHEBI_17113
MESO-ERYTHRITOL TETRANITRATE|Erythrityl Tetranitrate|http://purl.obolibrary.org/obo/CHEBI_60072
MESORIDAZINE|Mesoridazine|http://purl.obolibrary.org/obo/CHEBI_6780
MESOXALIC ACID|Alpha-Ketomalonic Acid|http://purl.obolibrary.org/obo/CHEBI_30842
MESTRANOL|Mestranol|http://purl.obolibrary.org/obo/CHEBI_6784
METACRESOL|M-Cresol|http://purl.obolibrary.org/obo/CHEBI_17231
META-CRESOL|M-Cresol|http://purl.obolibrary.org/obo/CHEBI_17231
METARAMINOL|Metaraminol|http://purl.obolibrary.org/obo/CHEBI_6794
METHADONE|Methadone|http://purl.obolibrary.org/obo/CHEBI_6807
METHANAL|Formaldehyde|http://purl.obolibrary.org/obo/CHEBI_16842
METHANAMINE|Methylamine|http://purl.obolibrary.org/obo/CHEBI_16830
METHAZOLASTONE|Temozolomide|http://purl.obolibrary.org/obo/CHEBI_72564
METHIONINE|L-Methionine|http://purl.obolibrary.org/obo/CHEBI_16643
METHOHEXITAL|Methohexital|http://purl.obolibrary.org/obo/CHEBI_102216
METHSCOPOLAMINE BROMIDE|Methylscopolamine bromide|http://purl.obolibrary.org/obo/CHEBI_61276
METHYL AMINOLEVULINATE|Methyl aminolevulinate|http://purl.obolibrary.org/obo/CHEBI_724125
METHYL DIAZEPINONE|Diazepam|http://purl.obolibrary.org/obo/CHEBI_49575
METHYL PHENYL KETONE|ACETOPHENONE|http://purl.obolibrary.org/obo/CHEBI_27632
METHYLBENZENE|Toluene|http://purl.obolibrary.org/obo/CHEBI_17578
METHYLDOPA|Methyldopa|http://purl.obolibrary.org/obo/CHEBI_61058
METHYLDOPA ANHYDROUS|Methyldopa|http://purl.obolibrary.org/obo/CHEBI_61058
METHYLGLYCOCYAMINE|Creatine|http://purl.obolibrary.org/obo/CHEBI_16919
METHYLOCTATROPINE BROMIDE|Anisotropine Methylbromide|http://purl.obolibrary.org/obo/CHEBI_2739
METHYLPHENIDATE|Methylphenidate|http://purl.obolibrary.org/obo/CHEBI_6887
METHYLPREDNISOLONE|Methylprednisolone|http://purl.obolibrary.org/obo/CHEBI_6888
METHYLTESTOSTERONE|Methyltestosterone|http://purl.obolibrary.org/obo/CHEBI_27436
METHYLTHEOBROMINE|Caffeine|http://purl.obolibrary.org/obo/CHEBI_27732
METHYLTRIENOLONE|Methyltrienolone|http://purl.obolibrary.org/obo/CHEBI_379896
METHYSERGIDE|Methysergide|http://purl.obolibrary.org/obo/CHEBI_584020
METICILLIN|Meticillin|http://purl.obolibrary.org/obo/CHEBI_6827
METIXENE|Metixene|http://purl.obolibrary.org/obo/CHEBI_51024
METOCLOPRAMIDE|Metoclopramide|http://purl.obolibrary.org/obo/CHEBI_107736
METRIBOLONE|Methyltrienolone|http://purl.obolibrary.org/obo/CHEBI_379896
METRONIDAZOLE|Metronidazole|http://purl.obolibrary.org/obo/CHEBI_6909
MEVACOR|Lovastatin|http://purl.obolibrary.org/obo/CHEBI_40303
MEVALONIC ACID|(R)-Mevalonate|http://purl.obolibrary.org/obo/CHEBI_17710
MEVINOLIN|Lovastatin|http://purl.obolibrary.org/obo/CHEBI_40303
MEXILETINE|Mexiletine|http://purl.obolibrary.org/obo/CHEBI_6916
MEZLIN|Mezlocillin|http://purl.obolibrary.org/obo/CHEBI_6919
MEZLOCILLIN|Mezlocillin|http://purl.obolibrary.org/obo/CHEBI_6919
MIANSERIN|Mianserin|http://purl.obolibrary.org/obo/CHEBI_51137
MIC|Methyl Isocyanide|http://purl.obolibrary.org/obo/CHEBI_59059
MICAFUNGIN|Micafungin|http://purl.obolibrary.org/obo/CHEBI_600520
MICARDIS|Telmisartan|http://purl.obolibrary.org/obo/CHEBI_9434
MICRONASE|Glyburide|http://purl.obolibrary.org/obo/CHEBI_5441
MICRONOR|Norethindrone|http://purl.obolibrary.org/obo/CHEBI_7627
MIDODRINE|Midodrine|http://purl.obolibrary.org/obo/CHEBI_6933
MIFEGYNE|Mifepristone|http://purl.obolibrary.org/obo/CHEBI_50692
MIFEPREX|Mifepristone|http://purl.obolibrary.org/obo/CHEBI_50692
MIFEPRISTONE|Mifepristone|http://purl.obolibrary.org/obo/CHEBI_50692
MIGLUSTAT|Miglustat|http://purl.obolibrary.org/obo/CHEBI_50381
MILRINONE|Milrinone|http://purl.obolibrary.org/obo/CHEBI_50693
MINAPRINE|Minaprine|http://purl.obolibrary.org/obo/CHEBI_51038
MINITRAN|Nitroglycerin|http://purl.obolibrary.org/obo/CHEBI_28787
MINOCYCLINE|Minocycline|http://purl.obolibrary.org/obo/CHEBI_50694
MINTEZOL|Thiabendazole|http://purl.obolibrary.org/obo/CHEBI_45979
MIRABEGRON|Mirabegron |http://purl.obolibrary.org/obo/CHEBI_65349
MIRENA|Levonorgestrel|http://purl.obolibrary.org/obo/CHEBI_6443
MIRTAZAPINE|Mirtazapine|http://purl.obolibrary.org/obo/CHEBI_6950
MITHRACIN|Plicamycin|http://purl.obolibrary.org/obo/CHEBI_31856
MITOMYCIN|Mitomycin|http://purl.obolibrary.org/obo/CHEBI_27504
MITOXANTRONE|Mitoxantrone|http://purl.obolibrary.org/obo/CHEBI_50729
MOMETASONE|Mometasone|http://purl.obolibrary.org/obo/CHEBI_6970
MONOBENZONE|Monobenzone|http://purl.obolibrary.org/obo/CHEBI_34380
MONOBUTYLAMINE|Butylamine|http://purl.obolibrary.org/obo/CHEBI_43799
MONOCORD|Isosorbide Mononitrate|http://purl.obolibrary.org/obo/CHEBI_6062
MONOETHANOLAMINE|Ethanolamine|http://purl.obolibrary.org/obo/CHEBI_16000
MONOKET|Isosorbide Mononitrate|http://purl.obolibrary.org/obo/CHEBI_6062
MONOMETHYLAMINE|Methylamine|http://purl.obolibrary.org/obo/CHEBI_16830
MONO-N-BUTYLAMINE|Butylamine|http://purl.obolibrary.org/obo/CHEBI_43799
MONOPHOSPHORIC ESTER OF THIAMINE|Thiamin Phosphate|http://purl.obolibrary.org/obo/CHEBI_18338
MONOPHOSPHOTHIAMINE|Thiamin Phosphate|http://purl.obolibrary.org/obo/CHEBI_18338
MOPS|3[N-Morpholino]Propane Sulfonic Acid|http://purl.obolibrary.org/obo/CHEBI_44115
MORACIZINE|Moricizine|http://purl.obolibrary.org/obo/CHEBI_6997
MORPHIA|Morphine|http://purl.obolibrary.org/obo/CHEBI_17303
MORPHINUM|Morphine|http://purl.obolibrary.org/obo/CHEBI_17303
MORPHIUM|Morphine|http://purl.obolibrary.org/obo/CHEBI_17303
MOTRIN|Ibuprofen|http://purl.obolibrary.org/obo/CHEBI_5855
MULTAQ|Dronedarone|http://purl.obolibrary.org/obo/CHEBI_50659
MUSE|Alprostadil|http://purl.obolibrary.org/obo/CHEBI_15544
MUTAMYCIN|Mitomycin|http://purl.obolibrary.org/obo/CHEBI_27504
MYCAMINE|Micafungin|http://purl.obolibrary.org/obo/CHEBI_600520
MYCOPHENOLATE|Mycophenolic acid|http://purl.obolibrary.org/obo/CHEBI_168396
MYCOPHENOLIC ACID|Mycophenolic acid|http://purl.obolibrary.org/obo/CHEBI_168396
MYLERAN|Busulfan|http://purl.obolibrary.org/obo/CHEBI_28901
MYRBETRIQ|Mirabegron |http://purl.obolibrary.org/obo/CHEBI_65349
N-(4-AMINOBUTYL)GUANIDINE|Agmatine|http://purl.obolibrary.org/obo/CHEBI_17431
N-ACETYLCYSTEINE|Acetylcysteine|http://purl.obolibrary.org/obo/CHEBI_28939
NADOLOL|Nadolol|http://purl.obolibrary.org/obo/CHEBI_7444
NAFCILLIN|Nafcillin|http://purl.obolibrary.org/obo/CHEBI_7447
NALBUPHINE|Nalbuphine|http://purl.obolibrary.org/obo/CHEBI_7454
NALIDIXIC ACID|Nalidixic Acid|http://purl.obolibrary.org/obo/CHEBI_100147
NALOXONE|Naloxone|http://purl.obolibrary.org/obo/CHEBI_7459
NALTREXONE|Naltrexone|http://purl.obolibrary.org/obo/CHEBI_7465
N-AMIDINOSARCOSINE|Creatine|http://purl.obolibrary.org/obo/CHEBI_16919
NAPHTHALENE-2-SULPHONIC ACID|2-NAPHTHALENESULFONIC ACID|http://purl.obolibrary.org/obo/CHEBI_44229
NAPROXEN|Naproxen|http://purl.obolibrary.org/obo/CHEBI_7476
NARATRIPTAN|Naratriptan|http://purl.obolibrary.org/obo/CHEBI_7478
NARINGENIN|Naringenin|http://purl.obolibrary.org/obo/CHEBI_17846
NATROBA|Spinosad|http://purl.obolibrary.org/obo/CHEBI_39211
N-BUTYL ALCOHOL|Butan-1-Ol|http://purl.obolibrary.org/obo/CHEBI_28885
N-BUTYLAMIDE|Butyramide|http://purl.obolibrary.org/obo/CHEBI_50724
N-BUTYLAMINE|Butylamine|http://purl.obolibrary.org/obo/CHEBI_43799
N-BUTYRAMIDE|Butyramide|http://purl.obolibrary.org/obo/CHEBI_50724
N-BUTYRIC ACID|Butanoic Acid|http://purl.obolibrary.org/obo/CHEBI_30772
N-CHOLOYLTAURINE|Taurocholic Acid|http://purl.obolibrary.org/obo/CHEBI_28865
N-DECANOIC ACID|Decanoic Acid|http://purl.obolibrary.org/obo/CHEBI_30813
N-DOCOSANOL|Docosanol|http://purl.obolibrary.org/obo/CHEBI_31000
NEDOCROMIL|Nedocromil|http://purl.obolibrary.org/obo/CHEBI_7492
NEFAZODONE|Nefazodone|http://purl.obolibrary.org/obo/CHEBI_7494
NEMBUTAL|Pentobarbital|http://purl.obolibrary.org/obo/CHEBI_7983
NEORAL|Cyclosporine|http://purl.obolibrary.org/obo/CHEBI_4031
NETILMICIN|Netilmicin|http://purl.obolibrary.org/obo/CHEBI_7528
NEVIRAPINE|Nevirapine|http://purl.obolibrary.org/obo/CHEBI_63613
N-HEPTANOIC ACID|Heptanoic Acid|http://purl.obolibrary.org/obo/CHEBI_45571
N-HEXADECANOIC ACID|Palmitic Acid|http://purl.obolibrary.org/obo/CHEBI_15756
NIACIN|Niacin|http://purl.obolibrary.org/obo/CHEBI_15940
NIACINAMIDE|Nicotinamide|http://purl.obolibrary.org/obo/CHEBI_17154
NICOTINIC ACID|Niacin|http://purl.obolibrary.org/obo/CHEBI_15940
NIFEDIPINE|Nifedipine|http://purl.obolibrary.org/obo/CHEBI_7565
NILANDRON|Nilutamide|http://purl.obolibrary.org/obo/CHEBI_7573
NILOTINIB|Nilotinib|http://purl.obolibrary.org/obo/CHEBI_52172
NILUTAMIDE|Nilutamide|http://purl.obolibrary.org/obo/CHEBI_7573
NIMBECETIN|Kaempherol|http://purl.obolibrary.org/obo/CHEBI_28499
NIMODIPINE|Nimodipine|http://purl.obolibrary.org/obo/CHEBI_7575
NIMOTOP|Nimodipine|http://purl.obolibrary.org/obo/CHEBI_7575
NIPHEN|P-Nitrophenol|http://purl.obolibrary.org/obo/CHEBI_16836
NITISINONE|Nitisinone|http://purl.obolibrary.org/obo/CHEBI_50378
NITOMAN|Tetrabenazine|http://purl.obolibrary.org/obo/CHEBI_9467
NITROGEN MONOXIDE|Nitric Oxide|http://purl.obolibrary.org/obo/CHEBI_16480
NITROLINGUAL|Nitroglycerin|http://purl.obolibrary.org/obo/CHEBI_28787
NITROMIST|Nitroglycerin|http://purl.obolibrary.org/obo/CHEBI_28787
NITROSTAT|Nitroglycerin|http://purl.obolibrary.org/obo/CHEBI_28787
NOCODAZOLE|nocodazole|http://purl.obolibrary.org/obo/CHEBI_34892
N-OCTANE|N-Octane|http://purl.obolibrary.org/obo/CHEBI_17590
NOMIFENSINE|Nomifensine|http://purl.obolibrary.org/obo/CHEBI_116225
NONAETHYLENE GLYCOL MONODODECYL ETHER|Polidocanol|http://purl.obolibrary.org/obo/CHEBI_46859
NONALOL|Nonan-1-Ol|http://purl.obolibrary.org/obo/CHEBI_35986
NONANEDIOIC ACID|Azelaic Acid|http://purl.obolibrary.org/obo/CHEBI_48131
NONYL ALCOHOL|Nonan-1-Ol|http://purl.obolibrary.org/obo/CHEBI_35986
NORADRENALINE|Norepinephrine|http://purl.obolibrary.org/obo/CHEBI_18357
NORETHINDRONE|Norethindrone|http://purl.obolibrary.org/obo/CHEBI_7627
NORETHISTERONE|Norethindrone|http://purl.obolibrary.org/obo/CHEBI_7627
NORFLOXACIN|Norfloxacin|http://purl.obolibrary.org/obo/CHEBI_100246
NORGESTIMATE|Norgestimate|http://purl.obolibrary.org/obo/CHEBI_50815
NORLEUCINE|Norleucine|http://purl.obolibrary.org/obo/CHEBI_18347
N-PENTANOIC ACID|N-Valeric Acid|http://purl.obolibrary.org/obo/CHEBI_17418
N-PROPANOL|1-Proponol|http://purl.obolibrary.org/obo/CHEBI_28831
NTA|Nitrilotriacetic Acid|http://purl.obolibrary.org/obo/CHEBI_44557
N-TETRADECANE|Tetradecane|http://purl.obolibrary.org/obo/CHEBI_41253
N-TRIDECANOIC ACID|N-Tridecanoic Acid|http://purl.obolibrary.org/obo/CHEBI_45919
N-TRIDECOIC ACID|N-Tridecanoic Acid|http://purl.obolibrary.org/obo/CHEBI_45919
NUPRIN|Ibuprofen|http://purl.obolibrary.org/obo/CHEBI_5855
NVA|Norvaline|http://purl.obolibrary.org/obo/CHEBI_19475
N-VALERIC ACID|N-Valeric Acid|http://purl.obolibrary.org/obo/CHEBI_17418
O-AMINOBENZOIC ACID|2-Aminobenzoic Acid|http://purl.obolibrary.org/obo/CHEBI_30754
O-CARBOXYANILINE|2-Aminobenzoic Acid|http://purl.obolibrary.org/obo/CHEBI_30754
O-CHLOROPHENOL|2-Chlorophenol|http://purl.obolibrary.org/obo/CHEBI_47083
OCTADECANOIC ACID|Stearic acid|http://purl.obolibrary.org/obo/CHEBI_28842
OCTANOIC ACID|Caprylic acid|http://purl.obolibrary.org/obo/CHEBI_28837
OCTATROPINE METHYLBROMIDE|Anisotropine Methylbromide|http://purl.obolibrary.org/obo/CHEBI_2739
OENANTHIC ACID|Heptanoic Acid|http://purl.obolibrary.org/obo/CHEBI_45571
OENANTHYLIC ACID|Heptanoic Acid|http://purl.obolibrary.org/obo/CHEBI_45571
OESTRONE|Estrone|http://purl.obolibrary.org/obo/CHEBI_17263
OFLOXACIN|Ofloxacin|http://purl.obolibrary.org/obo/CHEBI_7731
OLANZAPINE|Olanzapine|http://purl.obolibrary.org/obo/CHEBI_7735
OMACETAXINE MEPESUCCINATE|Homoharringtonine|http://purl.obolibrary.org/obo/CHEBI_71019
OMEPRAZOLE|Omeprazole|http://purl.obolibrary.org/obo/CHEBI_7772
ORAP|Pimozide|http://purl.obolibrary.org/obo/CHEBI_8212
ORFADIN|Nitisinone|http://purl.obolibrary.org/obo/CHEBI_50378
ORLAAM|Levomethadyl Acetate|http://purl.obolibrary.org/obo/CHEBI_6441
ORPHENADRINE|Orphenadrine|http://purl.obolibrary.org/obo/CHEBI_7789
OSELTAMIVIR|Oseltamivir|http://purl.obolibrary.org/obo/CHEBI_7798
OSMITROL|Mannitol|http://purl.obolibrary.org/obo/CHEBI_16899
OXALIPLATIN|Oxaliplatin|http://purl.obolibrary.org/obo/CHEBI_31941
OXAMATE|Oxamic Acid|http://purl.obolibrary.org/obo/CHEBI_18058
OXANDROLONE|Oxandrolone|http://purl.obolibrary.org/obo/CHEBI_7820
OXCARBAZEPINE|Oxcarbazepine|http://purl.obolibrary.org/obo/CHEBI_7824
OXIDIZED ASCORBIC ACID|Dehydroascorbic Acid|http://purl.obolibrary.org/obo/CHEBI_27956
OXIGLUTATIONE|Oxidized Glutathione Disulfide|http://purl.obolibrary.org/obo/CHEBI_17858
OXIPURINOL|Oxypurinol|http://purl.obolibrary.org/obo/CHEBI_28315
OXITRIPTAN|Oxitriptan|http://purl.obolibrary.org/obo/CHEBI_17780
OXONIC ACID|Oxonic Acid|http://purl.obolibrary.org/obo/CHEBI_30863
OXSORALEN|Methoxsalen|http://purl.obolibrary.org/obo/CHEBI_18358
OXYBUCAINE|Oxybuprocaine|http://purl.obolibrary.org/obo/CHEBI_309594
OXYBUPROCAINE|Oxybuprocaine|http://purl.obolibrary.org/obo/CHEBI_309594
OXYBUTYNIN|Oxybutynin|http://purl.obolibrary.org/obo/CHEBI_7856
OXYCODONE|Oxycodone|http://purl.obolibrary.org/obo/CHEBI_7852
OXYPURINOL|Oxypurinol|http://purl.obolibrary.org/obo/CHEBI_28315
P-2-THENOYLHYDRATROPIC ACID|Suprofen|http://purl.obolibrary.org/obo/CHEBI_9362
PABA|4-Aminobenzoic Acid|http://purl.obolibrary.org/obo/CHEBI_30753
PAMINE|Methylscopolamine bromide|http://purl.obolibrary.org/obo/CHEBI_61276
P-AMINOBENZOIC ACID|4-Aminobenzoic Acid|http://purl.obolibrary.org/obo/CHEBI_30753
P-AMINOSALICYLIC ACID|Aminosalicylic Acid|http://purl.obolibrary.org/obo/CHEBI_27565
PANRETIN|Alitretinoin|http://purl.obolibrary.org/obo/CHEBI_50648
PANTOPRAZOLE|Pantoprazole|http://purl.obolibrary.org/obo/CHEBI_7915
PARA-AMINOBENZOIC ACID|4-Aminobenzoic Acid|http://purl.obolibrary.org/obo/CHEBI_30753
PARAPLATIN|Carboplatin|http://purl.obolibrary.org/obo/CHEBI_31355
PARA-XYLENE|Para-Xylene|http://purl.obolibrary.org/obo/CHEBI_27417
PARICALCITOL|Paricalcitol|http://purl.obolibrary.org/obo/CHEBI_7931
PARNAPARIN|Heparin|http://purl.obolibrary.org/obo/CHEBI_28304
PAS|Aminosalicylic Acid|http://purl.obolibrary.org/obo/CHEBI_27565
PASER|Aminosalicylic Acid|http://purl.obolibrary.org/obo/CHEBI_27565
PAZOPANIB|Pazopanib|http://purl.obolibrary.org/obo/CHEBI_71219
PCA|Pyrrole-2-Carboxylate|http://purl.obolibrary.org/obo/CHEBI_36751
P-CHLOROBENZOIC ACID|4-Chlorobenzoic Acid|http://purl.obolibrary.org/obo/CHEBI_30747
PEFLOXACIN|Pefloxacin|http://purl.obolibrary.org/obo/CHEBI_50199
PENCICLOVIR|Penciclovir|http://purl.obolibrary.org/obo/CHEBI_7956
PENICILLIN G|Benzylpenicillin|http://purl.obolibrary.org/obo/CHEBI_18208
PENICILLIN PHENOXYMETHYL|Penicillin V|http://purl.obolibrary.org/obo/CHEBI_27446
PENTAMETHYLENEDIAMINE|Pentane-1,5-Diamine|http://purl.obolibrary.org/obo/CHEBI_18127
PENTAMIDINE|Pentamidine|http://purl.obolibrary.org/obo/CHEBI_45081
PENTANEDIOIC ACID|Glutaric Acid|http://purl.obolibrary.org/obo/CHEBI_17859
PENTANOIC ACID|N-Valeric Acid|http://purl.obolibrary.org/obo/CHEBI_17418
PENTASA|Mesalazine|http://purl.obolibrary.org/obo/CHEBI_6775
PENTOBARBITONE|Pentobarbital|http://purl.obolibrary.org/obo/CHEBI_7983
PEPCID|Famotidine|http://purl.obolibrary.org/obo/CHEBI_4975
PERAMPANEL|Perampanel|http://purl.obolibrary.org/obo/CHEBI_71013
PERCHLORATE ION|Perchlorate Ion|http://purl.obolibrary.org/obo/CHEBI_49706
PERFLUOROPROPANE|Perflutren|http://purl.obolibrary.org/obo/CHEBI_31980
PERFLUTREN|Perflutren|http://purl.obolibrary.org/obo/CHEBI_31980
PERICIAZINE|Propericiazine|http://purl.obolibrary.org/obo/CHEBI_31981
PERMETHRIN|Permethrin|http://purl.obolibrary.org/obo/CHEBI_34911
PERPHENAZINE|Perphenazine|http://purl.obolibrary.org/obo/CHEBI_8028
PEYRONE'S SALT|Cisplatin|http://purl.obolibrary.org/obo/CHEBI_27899
PFD|Bentiromide|http://purl.obolibrary.org/obo/CHEBI_31263
PGB2|Prostaglandin B2|http://purl.obolibrary.org/obo/CHEBI_28099
PHENACETIN|Phenacetin|http://purl.obolibrary.org/obo/CHEBI_8050
PHENACETINUM|Phenacetin|http://purl.obolibrary.org/obo/CHEBI_8050
PHENAZONE|Antipyrine|http://purl.obolibrary.org/obo/CHEBI_31225
PHENETHYL ALCOHOL|2-Phenyl-Ethanol|http://purl.obolibrary.org/obo/CHEBI_49000
PHENETHYLAMINE|2-Phenylethylamine|http://purl.obolibrary.org/obo/CHEBI_18397
PHENIC ACID|Phenol|http://purl.obolibrary.org/obo/CHEBI_15882
PHENINDIONE|Phenindione|http://purl.obolibrary.org/obo/CHEBI_8066
PHENOBARBITAL|Phenobarbital|http://purl.obolibrary.org/obo/CHEBI_8069
PHENOBARBITONE|Phenobarbital|http://purl.obolibrary.org/obo/CHEBI_8069
PHENOXYMETHYLPENICILLIN|Penicillin V|http://purl.obolibrary.org/obo/CHEBI_27446
PHENPROCOUMON|Phenprocoumon|http://purl.obolibrary.org/obo/CHEBI_50438
PHENPROPAMINE|Alverine|http://purl.obolibrary.org/obo/CHEBI_518413
PHENTERMINE|Phentermine|http://purl.obolibrary.org/obo/CHEBI_8080
PHENYLALANINE|L-Phenylalanine|http://purl.obolibrary.org/obo/CHEBI_17295
PHENYLALANINE MUSTARD|Melphalan|http://purl.obolibrary.org/obo/CHEBI_28876
PHENYLAMINE|Aniline|http://purl.obolibrary.org/obo/CHEBI_17296
PHENYLBUTAZONE|Phenylbutazone|http://purl.obolibrary.org/obo/CHEBI_48574
PHENYLCARBINOL|Benzyl alcohol|http://purl.obolibrary.org/obo/CHEBI_17987
PHENYLEPHRINE|Phenylephrine|http://purl.obolibrary.org/obo/CHEBI_8093
PHENYLETHYL ALCOHOL|2-Phenyl-Ethanol|http://purl.obolibrary.org/obo/CHEBI_49000
PHENYLFORMIC ACID|Benzoic Acid|http://purl.obolibrary.org/obo/CHEBI_30746
PHENYLMETHANE|Toluene|http://purl.obolibrary.org/obo/CHEBI_17578
PHENYLPYRUVIC ACID|3-Phenylpyruvic Acid|http://purl.obolibrary.org/obo/CHEBI_30851
PHOSPHONOACETATE|Phosphonoacetic Acid|http://purl.obolibrary.org/obo/CHEBI_15732
PHOSPHORIC ACID, MONOPHENYL ESTER|Phenylphosphate|http://purl.obolibrary.org/obo/CHEBI_37548
PHOSPHORYLCHOLINE|Phosphocholine|http://purl.obolibrary.org/obo/CHEBI_18132
PHYCITE|Meso-Erythritol|http://purl.obolibrary.org/obo/CHEBI_17113
P-HYDROXYBENZOIC ACID|P-Hydroxybenzoic Acid|http://purl.obolibrary.org/obo/CHEBI_30763
P-HYDROXYNITROBENZENE|P-Nitrophenol|http://purl.obolibrary.org/obo/CHEBI_16836
PHYTOMENADIONE|Phylloquinone|http://purl.obolibrary.org/obo/CHEBI_18067
PHYTONADIONE|Phylloquinone|http://purl.obolibrary.org/obo/CHEBI_18067
PICATO|Ingenol Mebutate |http://purl.obolibrary.org/obo/CHEBI_66913
PIDOLIC ACID|Pyroglutamic Acid|http://purl.obolibrary.org/obo/CHEBI_18183
PIMAGEDINE|Aminoguanidine|http://purl.obolibrary.org/obo/CHEBI_40618
PIMOZIDE|Pimozide|http://purl.obolibrary.org/obo/CHEBI_8212
PINDOLOL|Pindolol|http://purl.obolibrary.org/obo/CHEBI_8214
PIOGLITAZONE|Pioglitazone|http://purl.obolibrary.org/obo/CHEBI_8228
PIPERACILLIN|Piperacillin|http://purl.obolibrary.org/obo/CHEBI_8232
PIPERACILLIN ANHYDROUS|Piperacillin|http://purl.obolibrary.org/obo/CHEBI_8232
PIRENZEPINE|Pirenzepine|http://purl.obolibrary.org/obo/CHEBI_8247
PIROXICAM|Piroxicam|http://purl.obolibrary.org/obo/CHEBI_8249
PITAVASTATIN|Pitavastatin|http://purl.obolibrary.org/obo/CHEBI_32020
PIVAMPICILLIN|Pivampicillin|http://purl.obolibrary.org/obo/CHEBI_8255
PIVMECILLINAM|Pivmecillinam|http://purl.obolibrary.org/obo/CHEBI_51210
PLATINOL|Cisplatin|http://purl.obolibrary.org/obo/CHEBI_27899
PLICAMYCIN|Plicamycin|http://purl.obolibrary.org/obo/CHEBI_31856
P-NITROPHENOL|P-Nitrophenol|http://purl.obolibrary.org/obo/CHEBI_16836
PODOFILOX|Podofilox|http://purl.obolibrary.org/obo/CHEBI_50305
POPULNETIN|Kaempherol|http://purl.obolibrary.org/obo/CHEBI_28499
POTASSIUM|Potassium|http://purl.obolibrary.org/obo/CHEBI_26216
POTIGA|Ezogabine |http://purl.obolibrary.org/obo/CHEBI_68584
PQQ|Pyrroloquinoline Quinone|http://purl.obolibrary.org/obo/CHEBI_18315
PRACTOLOL|Practolol|http://purl.obolibrary.org/obo/CHEBI_258351
PRALATREXATE|Pralatrexate|http://purl.obolibrary.org/obo/CHEBI_71223
PRALIDOXIME|Pralidoxime|http://purl.obolibrary.org/obo/CHEBI_8354
PRAMIPEXOL|Pramipexole|http://purl.obolibrary.org/obo/CHEBI_8356
PRAMIPEXOLE|Pramipexole|http://purl.obolibrary.org/obo/CHEBI_8356
PRASTERONE|Dehydroepiandrosterone|http://purl.obolibrary.org/obo/CHEBI_28689
PRAZOSIN|Prazosin|http://purl.obolibrary.org/obo/CHEBI_8364
PRECOSE|Acarbose|http://purl.obolibrary.org/obo/CHEBI_2376
PREDNISONE|Prednisone|http://purl.obolibrary.org/obo/CHEBI_8382
PREGABALIN|Pregabalin|http://purl.obolibrary.org/obo/CHEBI_64356
PREPIDIL|Dinoprostone|http://purl.obolibrary.org/obo/CHEBI_15551
PREVACID|Lansoprazole|http://purl.obolibrary.org/obo/CHEBI_6375
PRIMAQUINE|Primaquine|http://purl.obolibrary.org/obo/CHEBI_8405
PRIMATENE|Epinephrine|http://purl.obolibrary.org/obo/CHEBI_28918
PRIMBACTAM|Aztreonam|http://purl.obolibrary.org/obo/CHEBI_161680
PROAZAMINE|Promethazine|http://purl.obolibrary.org/obo/CHEBI_8461
PROCAINAMIDE|Procainamide|http://purl.obolibrary.org/obo/CHEBI_8428
PROCAINE|Procaine|http://purl.obolibrary.org/obo/CHEBI_8430
PROCARDIA|Nifedipine|http://purl.obolibrary.org/obo/CHEBI_7565
PROCHLORPERAZINE|Prochlorperazine|http://purl.obolibrary.org/obo/CHEBI_8435
PROCYCLIDINE|Procyclidine|http://purl.obolibrary.org/obo/CHEBI_8448
PROFENAL|Suprofen|http://purl.obolibrary.org/obo/CHEBI_9362
PROFENAMINE|Ethopropazine|http://purl.obolibrary.org/obo/CHEBI_313639
PROFLAVINE|Proflavine|http://purl.obolibrary.org/obo/CHEBI_8452
PROGUANIL|Proguanil|http://purl.obolibrary.org/obo/CHEBI_8455
PROLINE|L-Proline|http://purl.obolibrary.org/obo/CHEBI_17203
PROMAZINE|Promazine|http://purl.obolibrary.org/obo/CHEBI_8459
PROMETHAZINE|Promethazine|http://purl.obolibrary.org/obo/CHEBI_8461
PROPANE-1,2,3-TRIYL TRINITRATE|Nitroglycerin|http://purl.obolibrary.org/obo/CHEBI_28787
PROPANEDIOIC ACID|Malonic acid|http://purl.obolibrary.org/obo/CHEBI_30794
PROPANOL|1-Proponol|http://purl.obolibrary.org/obo/CHEBI_28831
PROPERICIAZINE|Propericiazine|http://purl.obolibrary.org/obo/CHEBI_31981
PROPESS|Dinoprostone|http://purl.obolibrary.org/obo/CHEBI_15551
PROPIOMAZINE|Propiomazine|http://purl.obolibrary.org/obo/CHEBI_8491
PROPITOCAINE|Prilocaine|http://purl.obolibrary.org/obo/CHEBI_8404
PROPRANOLOL|Propranolol|http://purl.obolibrary.org/obo/CHEBI_8499
PROPYL ALCOHOL|1-Proponol|http://purl.obolibrary.org/obo/CHEBI_28831
PROPYLENE GLYCOL|1,2-Propanediol|http://purl.obolibrary.org/obo/CHEBI_16997
PROPYLTHIOURACIL|Propylthiouracil|http://purl.obolibrary.org/obo/CHEBI_8502
